bin_lower,height,linear_eta,nbins,direction,speed,u,v,rmse,elev1,nvolumes_gr35_e1,elev2,nvolumes_gr35_e2,vcp,linear_eta_unfiltered,percent_rain
0,50,5.0883,26148,324.0640,5.8188,-3.4149,4.7113,10.9683,0.4834,0,1.4941,0,32,5.0883,0
100,150,8.7632,41804,316.5598,5.8579,-4.0279,4.2534,12.3806,0.4834,0,1.4941,0,32,8.7632,3.174603e-04
200,250,5.0586,41157,307.6808,5.9020,-4.6710,3.6077,10.8574,0.4834,0,1.4941,0,32,5.0591,5.138889e-03
300,350,2.1741,38971,289.8247,4.0997,-3.8567,1.3904,7.4305,0.4834,0,1.4941,0,32,2.1803,3.362355e-02
400,450,2.5195,36707,284.0839,5.4440,-5.2803,1.3247,8.5375,0.4834,0,1.4941,0,32,2.5538,4.854701e-02
500,550,0.9274,31788,295.0056,6.0156,-5.4518,2.5428,7.9722,0.4834,0,1.4941,0,32,0.9671,5.890377e-02
600,650,0.8192,22741,304.1115,7.0988,-5.8774,3.9810,8.3175,0.4834,0,1.4941,0,32,0.8241,2.087418e-02
700,750,0.2173,22447,299.6235,6.8473,-5.9523,3.3846,13.2029,0.4834,0,1.4941,0,32,0.2182,2.614379e-03
800,850,0.2760,21580,300.1259,7.2699,-6.2879,3.6488,12.0922,0.4834,0,1.4941,0,32,0.2760,3.535354e-03
900,950,0.1442,21531,296.1248,6.9292,-6.2213,3.0511,14.6913,0.4834,0,1.4941,0,32,0.1546,8.838384e-04
1000,1050,0.1350,21470,294.8827,7.1681,-6.5027,3.0160,15.1968,0.4834,0,1.4941,0,32,0.1350,2.525253e-04
1100,1150,0.1180,21527,298.1491,7.1911,-6.3406,3.3926,13.4007,0.4834,0,1.4941,0,32,0.1180,0
1200,1250,0.1092,21600,297.3757,6.4250,-5.7054,2.9543,15.7978,0.4834,0,1.4941,0,32,0.1092,0
1300,1350,0.2365,20776,294.7618,5.8937,-5.3519,2.4686,15.3159,0.4834,0,1.4941,0,32,0.2365,6.944444e-04
1400,1450,0.1213,17425,305.2655,5.2865,-4.3163,3.0522,14.6140,0.4834,0,1.4941,0,32,0.1213,0
1500,1550,0.0958,14050,305.1952,4.8591,-3.9709,2.8006,19.2124,0.4834,0,1.4941,0,32,0.0958,0
1600,1650,0.0992,13373,306.7788,4.1973,-3.3618,2.5130,16.6008,0.4834,0,1.4941,0,32,0.0992,0
1700,1750,0.1056,14109,307.9699,3.9131,-3.0849,2.4075,14.6542,0.4834,0,1.4941,0,32,0.1056,0
1800,1850,0.0848,13370,309.9954,4.0322,-3.0891,2.5916,16.1741,0.4834,0,1.4941,0,32,0.0848,0
1900,1950,0.0946,13408,311.7302,4.1270,-3.0799,2.7470,18.7943,0.4834,0,1.4941,0,32,0.0946,0
2000,2050,0.1631,13422,314.9812,4.1752,-2.9533,2.9514,18.1856,0.4834,0,1.4941,0,32,0.1631,0
2100,2150,0.1445,13392,313.7337,4.0985,-2.9614,2.8333,14.3127,0.4834,0,1.4941,0,32,0.1445,0
2200,2250,0.0908,13406,312.3666,3.7937,-2.8030,2.5565,14.2152,0.4834,0,1.4941,0,32,0.0908,0
2300,2350,0.0941,9977,308.0478,3.3934,-2.6723,2.0914,20.2131,0.4834,0,1.4941,0,32,0.0941,0
2400,2450,0.1053,7819,302.0720,3.6924,-3.1288,1.9606,17.7313,0.4834,0,1.4941,0,32,0.1053,0
2500,2550,0.0838,7835,306.7711,3.9858,-3.1928,2.3860,11.6671,0.4834,0,1.4941,0,32,0.0838,0
2600,2650,0.1256,7802,306.9814,3.7401,-2.9877,2.2499,16.0120,0.4834,0,1.4941,0,32,0.1256,0
2700,2750,0.0911,7815,307.2217,3.4108,-2.7160,2.0632,13.2817,0.4834,0,1.4941,0,32,0.0911,0
2800,2850,0.1137,7868,309.2484,3.2842,-2.5433,2.0779,16.5418,0.4834,0,1.4941,0,32,0.1137,0
2900,2950,0.1159,7150,309.2437,3.2652,-2.5287,2.0656,16.0102,0.4834,0,1.4941,0,32,0.1159,0
