bin_lower,height,linear_eta,nbins,direction,speed,u,v,rmse,elev1,nvolumes_gr35_e1,elev2,nvolumes_gr35_e2,vcp,linear_eta_unfiltered,percent_rain
0,50,11.7482,26221,211.6496,9.1848,-4.8195,-7.8188,10.6048,0.4834,0,1.4941,0,32,11.7482,0
100,150,10.5997,41758,191.9353,8.7974,-1.8194,-8.6072,13.8139,0.4834,0,1.4941,0,32,10.5997,0
200,250,3.5671,41182,259.3177,1.5564,-1.5294,-0.2885,11.4880,0.4834,0,1.4941,0,32,3.7163,1.904762e-03
300,350,5.9348,39002,354.0857,3.6287,-0.3739,3.6094,12.0778,0.4834,0,1.4941,0,32,8.7357,7.234660e-03
400,450,6.1341,36773,308.8460,7.6844,-5.9849,4.8199,10.9226,0.4834,0,1.4941,0,32,10.4050,1.724359e-02
500,550,1.7196,31810,270.8775,8.4581,-8.4571,0.1295,11.3601,0.4834,0,1.4941,0,32,1.7671,1.733631e-02
600,650,1.4270,22760,274.8836,6.5422,-6.5185,0.5569,9.5009,0.4834,0,1.4941,0,32,1.4307,5.392157e-03
700,750,0.6489,22462,299.2633,3.7542,-3.2751,1.8351,8.9207,0.4834,0,1.4941,0,32,0.6489,8.578431e-04
800,850,0.7838,21614,330.4598,1.8594,-0.9167,1.6177,12.6560,0.4834,0,1.4941,0,32,0.7838,0
900,950,0.4592,21571,355.9087,1.7341,-0.1237,1.7297,14.0125,0.4834,0,1.4941,0,32,0.4592,0
1000,1050,0.7300,21535,10.1188,1.6703,0.2935,1.6443,13.4921,0.4834,0,1.4941,0,32,0.7300,0
1100,1150,0.3718,21542,77.8756,0.7766,0.7592,0.1631,11.7364,0.4834,0,1.4941,0,32,0.3718,0
1200,1250,0.3367,21551,113.0098,1.8575,1.7097,-0.7261,11.6237,0.4834,0,1.4941,0,32,0.3367,0
1300,1350,0.9133,20766,122.5362,2.8323,2.3878,-1.5233,13.2060,0.4834,0,1.4941,0,32,0.9133,0
1400,1450,0.3206,17438,131.7065,2.5605,1.9116,-1.7035,13.1457,0.4834,0,1.4941,0,32,0.3206,0
1500,1550,0.7483,14048,130.8789,3.5916,2.7156,-2.3506,11.8111,0.4834,0,1.4941,0,32,0.7521,4.861111e-04
1600,1650,0.6665,13370,134.7435,3.8433,2.7297,-2.7054,13.4343,0.4834,0,1.4941,0,32,0.6686,2.192982e-04
1700,1750,0.4218,14121,136.6096,4.3049,2.9573,-3.1283,12.5694,0.4834,0,1.4941,0,32,0.4218,0
1800,1850,0.3887,13406,133.1084,5.2314,3.8193,-3.5751,12.6303,0.4834,0,1.4941,0,32,0.3887,0
1900,1950,0.3780,13360,132.0054,6.0775,4.5161,-4.0671,11.8423,0.4834,0,1.4941,0,32,0.3780,0
2000,2050,1.2865,13371,129.9792,7.4371,5.6989,-4.7784,10.5405,0.4834,0,1.4941,0,32,1.2865,0
2100,2150,0.5908,13386,128.4410,8.9002,6.9711,-5.5333,9.6064,0.4834,0,1.4941,0,32,0.5908,0
2200,2250,0.2534,13357,128.2391,8.8973,6.9882,-5.5069,8.2352,0.4834,0,1.4941,0,32,0.2534,0
2300,2350,0.3911,9922,127.3656,9.0604,7.2010,-5.4987,8.1181,0.4834,0,1.4941,0,32,0.3911,0
2400,2450,0.3181,7813,124.0692,8.9693,7.4298,-5.0245,9.3614,0.4834,0,1.4941,0,32,0.3181,0
2500,2550,1.0514,7824,121.5985,9.1435,7.7879,-4.7908,11.4907,0.4834,0,1.4941,0,32,1.0514,0
2600,2650,0.4009,7824,123.4676,9.4575,7.8895,-5.2155,9.1928,0.4834,0,1.4941,0,32,0.4009,0
2700,2750,0.2062,7816,123.5503,9.4781,7.8991,-5.2383,10.4379,0.4834,0,1.4941,0,32,0.2062,0
2800,2850,0.2180,7864,123.3345,9.3212,7.7876,-5.1222,3.3437,0.4834,0,1.4941,0,32,0.2180,0
2900,2950,0.3021,7126,123.0350,9.3659,7.8518,-5.1058,10.3567,0.4834,0,1.4941,0,32,0.3068,9.722222e-04
