bin_lower,height,linear_eta,nbins,direction,speed,u,v,rmse,elev1,nvolumes_gr35_e1,elev2,nvolumes_gr35_e2,vcp,linear_eta_unfiltered,percent_rain
0,50,11.7485,26372,89.9851,6.0811,6.0811,0.0016,12.6067,0.4834,0,1.4941,0,32,11.7485,0
100,150,5.2601,41775,87.9948,6.6893,6.6852,0.2341,13.4358,0.4834,0,1.4941,0,32,5.2601,3.174603e-04
200,250,2.3509,41237,81.4028,6.0722,6.0040,0.9077,13.8342,0.4834,0,1.4941,0,32,2.3509,1.666667e-03
300,350,2.3508,38980,106.8859,3.1158,2.9815,-0.9050,12.4927,0.4834,0,1.4941,0,32,2.3508,3.109453e-04
400,450,2.4481,36769,258.5656,3.9573,-3.8788,-0.7845,10.7862,0.4834,0,1.4941,0,32,2.4481,4.700855e-04
500,550,0.9916,31823,276.5469,6.5934,-6.5504,0.7518,11.4623,0.4834,0,1.4941,0,32,0.9927,5.977183e-03
600,650,0.3626,22714,298.2223,5.6313,-4.9618,2.6630,9.5561,0.4834,0,1.4941,0,32,0.3640,8.823529e-03
700,750,0.5882,22417,306.2497,5.6183,-4.5308,3.3221,10.5157,0.4834,0,1.4941,0,32,0.5887,1.225490e-03
800,850,0.4660,21594,315.9956,5.8531,-4.0662,4.2100,12.2424,0.4834,0,1.4941,0,32,0.4660,0
900,950,0.1711,21520,321.6989,5.2223,-3.2367,4.0982,14.5330,0.4834,0,1.4941,0,32,0.1711,2.104377e-04
1000,1050,0.5255,21499,327.9700,4.2883,-2.2743,3.6355,13.3404,0.4834,0,1.4941,0,32,0.5564,1.936027e-03
1100,1150,0.4224,21549,328.5612,3.1462,-1.6410,2.6844,11.6699,0.4834,0,1.4941,0,32,0.4422,1.220539e-03
1200,1250,0.3070,21524,7.8837,2.1514,0.2951,2.1311,10.1532,0.4834,0,1.4941,0,32,0.3544,7.575758e-04
1300,1350,0.4770,20737,58.6603,2.1724,1.8555,1.1299,12.5561,0.4834,0,1.4941,0,32,0.4871,9.114583e-04
1400,1450,0.1861,17432,68.3129,1.0755,0.9993,0.3974,13.3931,0.4834,0,1.4941,0,32,0.2849,3.205128e-04
1500,1550,0.5151,14050,116.9167,1.7120,1.5265,-0.7750,15.9814,0.4834,0,1.4941,0,32,0.7093,1.388889e-04
1600,1650,0.1346,13383,126.1366,2.1605,1.7448,-1.2741,14.6037,0.4834,0,1.4941,0,32,0.1346,0
1700,1750,0.7976,14107,133.7240,3.3956,2.4539,-2.3470,10.8429,0.4834,0,1.4941,0,32,0.7976,0
1800,1850,0.2046,13362,149.2626,2.9448,1.5051,-2.5311,14.7790,0.4834,0,1.4941,0,32,0.2046,0
1900,1950,0.1221,13396,147.4126,3.6491,1.9653,-3.0746,12.1970,0.4834,0,1.4941,0,32,0.1221,0
2000,2050,0.1776,13355,147.5594,4.3792,2.3491,-3.6958,14.5333,0.4834,0,1.4941,0,32,0.1776,0
2100,2150,0.1737,13449,144.0833,5.2198,3.0620,-4.2274,14.7893,0.4834,0,1.4941,0,32,0.1737,0
2200,2250,0.1732,13402,137.8777,4.7005,3.1527,-3.4864,12.6563,0.4834,0,1.4941,0,32,0.1732,0
2300,2350,0.1471,9942,134.9510,5.0742,3.5911,-3.5849,17.2254,0.4834,0,1.4941,0,32,0.1471,0
2400,2450,0.1698,7839,131.7554,5.5563,4.1450,-3.7002,15.3556,0.4834,0,1.4941,0,32,0.1698,0
2500,2550,0.1774,7825,129.0180,6.0054,4.6659,-3.7808,15.4035,0.4834,0,1.4941,0,32,0.1774,0
2600,2650,0.1530,7739,128.8458,5.1801,4.0345,-3.2491,12.2980,0.4834,0,1.4941,0,32,0.1530,0
2700,2750,0.1491,7839,128.4502,5.2138,4.0832,-3.2421,13.6409,0.4834,0,1.4941,0,32,0.1491,0
2800,2850,0.0917,7875,128.4097,5.3291,4.1758,-3.3108,18.7099,0.4834,0,1.4941,0,32,0.0917,0
2900,2950,0.0901,7128,128.3812,5.4315,4.2577,-3.3724,17.5885,0.4834,0,1.4941,0,32,0.0901,0
