bin_lower,height,linear_eta,nbins,direction,speed,u,v,rmse,elev1,nvolumes_gr35_e1,elev2,nvolumes_gr35_e2,vcp,linear_eta_unfiltered,percent_rain
0,50,12.8323,26454,263.8034,6.6813,-6.6423,-0.7212,14.3908,0.4834,0,1.4941,0,32,12.8323,0
100,150,7.6864,41852,240.1693,7.8643,-6.8223,-3.9120,15.1714,0.4834,0,1.4941,0,32,7.6864,6.686508e-03
200,250,2.6460,41252,232.4730,7.6890,-6.0979,-4.6836,14.8015,0.4834,0,1.4941,0,32,2.6461,6.230159e-03
300,350,1.1029,38974,263.0154,4.0713,-4.0411,-0.4951,10.5970,0.4834,0,1.4941,0,32,1.1081,2.294776e-02
400,450,1.6041,36750,278.2742,5.1801,-5.1262,0.7455,10.2892,0.4834,0,1.4941,0,32,1.6204,2.935897e-02
500,550,0.9112,31779,269.4064,5.4914,-5.4911,-0.0569,10.9815,0.4834,0,1.4941,0,32,0.9239,2.671131e-02
600,650,0.9910,22762,275.1869,3.7162,-3.7010,0.3360,8.4714,0.4834,0,1.4941,0,32,0.9991,2.226307e-02
700,750,0.6639,22509,271.2906,4.1224,-4.1214,0.0928,12.5370,0.4834,0,1.4941,0,32,0.6650,7.883987e-03
800,850,0.6354,21579,273.2446,3.6501,-3.6443,0.2066,14.5031,0.4834,0,1.4941,0,32,0.6417,2.483165e-03
900,950,0.2744,21522,253.7287,3.7447,-3.5947,-1.0492,15.4287,0.4834,0,1.4941,0,32,0.2745,2.062290e-03
1000,1050,0.2910,21506,238.3079,3.4648,-2.9482,-1.8203,16.2681,0.4834,0,1.4941,0,32,0.2910,0
1100,1150,0.2758,21545,219.6734,3.4218,-2.1845,-2.6338,14.9704,0.4834,0,1.4941,0,32,0.2758,0
1200,1250,0.2916,21605,208.1421,3.6123,-1.7038,-3.1852,16.1341,0.4834,0,1.4941,0,32,0.2916,0
1300,1350,0.3696,20783,202.2182,3.9143,-1.4801,-3.6236,11.1740,0.4834,0,1.4941,0,32,0.3696,0
1400,1450,0.2323,17456,194.1067,4.0766,-0.9936,-3.9536,15.4918,0.4834,0,1.4941,0,32,0.2323,0
1500,1550,0.0983,14041,190.7423,4.7507,-0.8855,-4.6674,15.1057,0.4834,0,1.4941,0,32,0.0983,0
1600,1650,0.1225,13359,185.6063,4.8926,-0.4780,-4.8692,16.7378,0.4834,0,1.4941,0,32,0.1225,0
1700,1750,0.0849,14122,179.9321,5.0784,0.0060,-5.0784,16.0818,0.4834,0,1.4941,0,32,0.0849,0
1800,1850,0.0841,13390,173.5925,5.3105,0.5926,-5.2773,15.7243,0.4834,0,1.4941,0,32,0.0841,0
1900,1950,0.1070,13437,168.5792,5.5511,1.0992,-5.4412,15.3000,0.4834,0,1.4941,0,32,0.1070,0
2000,2050,0.1839,13353,166.8148,6.0228,1.3738,-5.8640,15.1416,0.4834,0,1.4941,0,32,0.1839,0
2100,2150,0.2890,13350,162.7519,5.8779,1.7429,-5.6136,14.5836,0.4834,0,1.4941,0,32,0.2890,0
2200,2250,0.1416,13336,162.8145,6.4900,1.9176,-6.2003,15.5066,0.4834,0,1.4941,0,32,0.1416,0
2300,2350,0.1691,9940,164.1436,6.4650,1.7664,-6.2190,17.7112,0.4834,0,1.4941,0,32,0.1691,0
2400,2450,0.0789,7826,166.9134,6.3846,1.4456,-6.2188,12.5689,0.4834,0,1.4941,0,32,0.0789,0
2500,2550,0.2210,7847,166.7694,6.3961,1.4639,-6.2263,14.2029,0.4834,0,1.4941,0,32,0.2210,0
2600,2650,0.2347,7762,166.7039,6.3789,1.4670,-6.2079,16.5061,0.4834,0,1.4941,0,32,0.2347,0
2700,2750,0.1233,7792,165.0868,6.3953,1.6459,-6.1799,15.0483,0.4834,0,1.4941,0,32,0.1233,0
2800,2850,0.1479,7845,162.5409,6.3935,1.9182,-6.0989,12.0425,0.4834,0,1.4941,0,32,0.1479,0
2900,2950,0.1175,7117,161.4444,6.4235,2.0441,-6.0896,17.8871,0.4834,0,1.4941,0,32,0.1175,0
