bin_lower,height,linear_eta,nbins,direction,speed,u,v,rmse,elev1,nvolumes_gr35_e1,elev2,nvolumes_gr35_e2,vcp,linear_eta_unfiltered,percent_rain
0,50,11.8126,26464,337.0129,14.9707,-5.8464,13.7819,13.6134,0.4834,0,1.4941,0,32,11.8126,0
100,150,8.9359,41885,339.0256,16.9563,-6.0695,15.8328,15.4335,0.4834,0,1.4941,0,32,8.9359,0
200,250,3.5322,41190,316.6611,13.9106,-9.5470,10.1172,15.5901,0.4834,0,1.4941,0,32,3.5322,0
300,350,1.3966,38955,321.0034,11.6796,-7.3497,9.0772,11.7743,0.4834,0,1.4941,0,32,1.3966,1.243781e-04
400,450,2.7447,36684,330.1503,9.1873,-4.5728,7.9685,11.0148,0.4834,0,1.4941,0,32,2.7448,6.410256e-04
500,550,1.4727,31811,348.5597,8.7363,-1.7328,8.5627,12.1351,0.4834,0,1.4941,0,32,1.4727,0
600,650,1.0591,22744,344.4078,8.3685,-2.2494,8.0605,10.6546,0.4834,0,1.4941,0,32,1.0591,0
700,750,0.7173,22451,357.1834,8.4069,-0.4131,8.3967,10.3576,0.4834,0,1.4941,0,32,0.7173,0
800,850,0.7376,21562,1.6086,8.9161,0.2503,8.9126,14.4216,0.4834,0,1.4941,0,32,0.7376,0
900,950,0.4256,21447,359.3807,7.4196,-0.0802,7.4192,13.1034,0.4834,0,1.4941,0,32,0.4256,0
1000,1050,0.1951,21502,358.4801,6.5544,-0.1738,6.5521,13.2167,0.4834,0,1.4941,0,32,0.1951,1.683502e-04
1100,1150,0.2216,21493,0.5214,5.1013,0.0464,5.1011,12.9601,0.4834,0,1.4941,0,32,0.2216,1.220539e-03
1200,1250,0.1288,21583,1.1898,3.5628,0.0740,3.5621,12.2329,0.4834,0,1.4941,0,32,0.1316,2.104377e-04
1300,1350,0.2446,20806,351.2728,3.3156,-0.5031,3.2772,15.1292,0.4834,0,1.4941,0,32,0.2507,1.171875e-03
1400,1450,0.1416,17470,356.1439,2.9343,-0.1973,2.9276,14.3815,0.4834,0,1.4941,0,32,0.1416,1.335470e-03
1500,1550,0.6980,14012,352.7561,2.9772,-0.3754,2.9534,14.1129,0.4834,0,1.4941,0,32,0.6980,0
1600,1650,0.3265,13393,1.5023,2.9711,0.0779,2.9701,13.6336,0.4834,0,1.4941,0,32,0.3265,0
1700,1750,0.1037,14139,16.8929,2.7988,0.8133,2.6781,16.5921,0.4834,0,1.4941,0,32,0.1037,0
1800,1850,0.1040,13377,23.8739,2.8523,1.1544,2.6083,14.3921,0.4834,0,1.4941,0,32,0.1040,0
1900,1950,0.1590,13430,35.1687,3.0011,1.7286,2.4533,15.6398,0.4834,0,1.4941,0,32,0.1590,0
2000,2050,0.1603,13416,35.3106,3.2594,1.8839,2.6597,15.3765,0.4834,0,1.4941,0,32,0.1603,0
2100,2150,0.1574,13407,40.0569,2.8208,1.8153,2.1590,17.0114,0.4834,0,1.4941,0,32,0.1574,0
2200,2250,0.1719,13435,54.8924,2.4282,1.9864,1.3965,14.0039,0.4834,0,1.4941,0,32,0.1719,0
2300,2350,0.1365,9947,35.4676,2.4528,1.4232,1.9976,16.3383,0.4834,0,1.4941,0,32,0.1365,0
2400,2450,0.3641,7862,46.1746,2.5860,1.8657,1.7907,18.1591,0.4834,0,1.4941,0,32,0.3641,0
2500,2550,0.1502,7841,52.8185,2.6811,2.1361,1.6203,14.1906,0.4834,0,1.4941,0,32,0.1502,0
2600,2650,0.1991,7789,55.2721,2.9594,2.4322,1.6859,12.1877,0.4834,0,1.4941,0,32,0.1991,0
2700,2750,0.1474,7856,56.0519,3.2134,2.6656,1.7945,13.8188,0.4834,0,1.4941,0,32,0.1474,0
2800,2850,0.1731,7840,56.0234,3.3194,2.7526,1.8550,15.9596,0.4834,0,1.4941,0,32,0.1731,0
2900,2950,0.1509,7105,56.3058,3.4085,2.8359,1.8909,16.5183,0.4834,0,1.4941,0,32,0.1509,0
