bin_lower,height,linear_eta,nbins,direction,speed,u,v,rmse,elev1,nvolumes_gr35_e1,elev2,nvolumes_gr35_e2,vcp,linear_eta_unfiltered,percent_rain
0,50,20.2518,26205,149.8823,11.5002,5.7705,-9.9476,11.7607,0.4834,0,1.4941,0,32,56.9827,2.083333e-02
100,150,6.0813,41585,157.7841,5.0512,1.9098,-4.6762,11.1750,0.4834,0,1.4941,0,32,10.3235,2.438492e-02
200,250,1.7891,41103,292.6765,3.4086,-3.1451,1.3141,7.6953,0.4834,0,1.4941,0,32,1.9037,1.357143e-02
300,350,69.3461,38911,191.1815,3.9780,-0.7714,-3.9025,11.5448,0.4834,0,1.4941,0,32,70.4278,1.463516e-02
400,450,1.5825,36748,311.7834,4.8352,-3.6055,3.2218,7.9086,0.4834,0,1.4941,0,32,1.5933,1.606838e-02
500,550,1.8416,31853,316.9020,4.9883,-3.4083,3.6424,7.7766,0.4834,0,1.4941,0,32,1.8487,8.655754e-03
600,650,0.8753,22741,258.9827,4.1915,-4.1143,-0.8010,8.3942,0.4834,0,1.4941,0,32,0.8810,2.287582e-03
700,750,0.8539,22502,145.1837,9.8023,5.5966,-8.0476,12.4023,0.4834,0,1.4941,0,32,19.5308,2.883987e-02
800,850,0.5916,21582,121.4324,10.0950,8.6136,-5.2645,12.7560,0.4834,0,1.4941,0,32,0.6343,5.303030e-03
900,950,0.4904,21539,116.6172,9.7475,8.7145,-4.3672,13.1066,0.4834,0,1.4941,0,32,0.5227,1.388889e-03
1000,1050,0.6817,21500,108.5179,11.3683,10.7797,-3.6106,14.9435,0.4834,0,1.4941,0,32,0.6817,0
1100,1150,0.5592,21521,115.4877,11.3578,10.2525,-4.8875,12.5087,0.4834,0,1.4941,0,32,0.5592,0
1200,1250,0.3772,21605,113.9032,10.4306,9.5360,-4.2264,11.7961,0.4834,0,1.4941,0,32,0.3772,0
1300,1350,0.4655,20742,108.5722,10.4281,9.8851,-3.3213,12.8346,0.4834,0,1.4941,0,32,0.4833,2.604167e-04
1400,1450,0.3473,17433,106.1812,9.9499,9.5557,-2.7728,13.4187,0.4834,0,1.4941,0,32,0.3479,5.876068e-04
1500,1550,0.1976,14048,102.1351,9.3142,9.1061,-1.9580,13.7433,0.4834,0,1.4941,0,32,0.1976,0
1600,1650,0.2793,13406,99.5495,9.1087,8.9824,-1.5111,11.8313,0.4834,0,1.4941,0,32,0.2794,2.923977e-04
1700,1750,0.1566,14097,97.7006,8.8021,8.7227,-1.1794,14.2897,0.4834,0,1.4941,0,32,0.1566,0
1800,1850,0.4490,13389,97.5651,8.6106,8.5357,-1.1336,13.3768,0.4834,0,1.4941,0,32,0.4490,0
1900,1950,0.2187,13363,95.4735,8.9490,8.9081,-0.8536,14.0195,0.4834,0,1.4941,0,32,0.2187,0
2000,2050,0.3866,13379,94.1719,9.2152,9.1908,-0.6704,12.9166,0.4834,0,1.4941,0,32,0.3866,0
2100,2150,0.2725,13381,93.2930,9.3375,9.3221,-0.5364,12.0324,0.4834,0,1.4941,0,32,0.2725,0
2200,2250,0.1524,13381,93.1644,9.0068,8.9930,-0.4972,13.7651,0.4834,0,1.4941,0,32,0.1524,0
2300,2350,0.2660,9917,94.5647,8.9314,8.9031,-0.7108,14.9638,0.4834,0,1.4941,0,32,0.2660,0
2400,2450,0.0692,7841,95.4168,8.9934,8.9532,-0.8490,10.3010,0.4834,0,1.4941,0,32,0.0692,0
2500,2550,0.1109,7848,93.8459,8.8026,8.7828,-0.5904,9.2052,0.4834,0,1.4941,0,32,0.1109,0
2600,2650,0.1579,7797,93.0856,8.5291,8.5167,-0.4591,8.9682,0.4834,0,1.4941,0,32,0.1579,0
2700,2750,0.1316,7853,91.6418,8.2778,8.2744,-0.2372,14.4775,0.4834,0,1.4941,0,32,0.1316,0
2800,2850,0.2927,7859,91.3999,8.2980,8.2955,-0.2027,16.8876,0.4834,0,1.4941,0,32,0.2927,0
2900,2950,0.2731,7121,91.5566,8.3563,8.3533,-0.2270,17.0742,0.4834,0,1.4941,0,32,0.2731,0
