bin_lower,height,linear_eta,nbins,direction,speed,u,v,rmse,elev1,nvolumes_gr35_e1,elev2,nvolumes_gr35_e2,vcp,linear_eta_unfiltered,percent_rain
0,50,9.4218,26183,279.7190,2.2854,-2.2526,0.3858,8.7393,0.4834,0,1.4941,0,32,9.4218,0
100,150,6.8695,41509,305.5880,6.3023,-5.1251,3.6676,10.6777,0.4834,0,1.4941,0,32,6.8747,6.210317e-03
200,250,10.4748,41144,307.2036,6.0974,-4.8565,3.6868,8.2388,0.4834,0,1.4941,0,32,10.4812,1.575397e-02
300,350,1.8669,38943,311.8794,7.1061,-5.2908,4.7438,6.6126,0.4834,0,1.4941,0,32,1.8769,2.491708e-02
400,450,2.2197,36747,301.6630,8.0247,-6.8302,4.2123,7.9957,0.4834,0,1.4941,0,32,2.2362,2.876068e-02
500,550,1.3070,31868,298.1855,5.6018,-4.9376,2.6459,8.8179,0.4834,0,1.4941,0,32,1.3197,3.085317e-02
600,650,4.5002,22756,281.3467,3.2191,-3.1562,0.6333,7.2778,0.4834,0,1.4941,0,32,4.5594,4.338235e-02
700,750,1.5917,22411,279.8723,2.1202,-2.0888,0.3635,7.0238,0.4834,0,1.4941,0,32,1.6130,2.606209e-02
800,850,1.8442,21536,76.8302,1.2421,1.2094,0.2830,10.0660,0.4834,0,1.4941,0,32,1.8451,2.483165e-03
900,950,1.2034,21549,335.4088,2.2420,-0.9330,2.0387,11.8119,0.4834,0,1.4941,0,32,1.2034,0
1000,1050,0.4595,21522,1.9415,1.3298,0.0451,1.3290,11.8739,0.4834,0,1.4941,0,32,0.4595,0
1100,1150,0.2507,21566,38.4167,0.7084,0.4402,0.5551,18.1105,0.4834,0,1.4941,0,32,0.2507,0
1200,1250,0.2675,21555,320.9394,0.9155,-0.5769,0.7108,12.6228,0.4834,0,1.4941,0,32,0.2707,8.417508e-05
1300,1350,0.3373,20788,84.9697,1.4314,1.4259,0.1255,11.4294,0.4834,0,1.4941,0,32,0.3393,1.519097e-03
1400,1450,0.2307,17452,98.7313,2.6796,2.6485,-0.4068,12.8832,0.4834,0,1.4941,0,32,0.2337,3.044872e-03
1500,1550,3.0473,14062,105.2364,3.5426,3.4181,-0.9310,11.1291,0.4834,0,1.4941,0,32,5.8138,3.402778e-03
1600,1650,0.7127,13403,109.9139,4.3588,4.0981,-1.4846,10.2893,0.4834,0,1.4941,0,32,0.7127,0
1700,1750,0.2940,14122,116.7624,5.1586,4.6060,-2.3229,13.7093,0.4834,0,1.4941,0,32,0.2940,0
1800,1850,0.3664,13422,119.9071,6.3944,5.5429,-3.1882,11.2268,0.4834,0,1.4941,0,32,0.3664,0
1900,1950,0.3925,13382,122.5929,8.2919,6.9861,-4.4665,10.7903,0.4834,0,1.4941,0,32,0.3925,0
2000,2050,0.5773,13316,127.4168,9.5895,7.6164,-5.8267,10.1657,0.4834,0,1.4941,0,32,0.5773,0
2100,2150,0.4898,13427,130.8844,10.8820,8.2271,-7.1226,7.3942,0.4834,0,1.4941,0,32,0.4898,0
2200,2250,0.4760,13411,130.2226,11.4554,8.7466,-7.3974,12.4767,0.4834,0,1.4941,0,32,0.4760,0
2300,2350,0.1323,9921,128.6095,12.1249,9.4746,-7.5661,13.2529,0.4834,0,1.4941,0,32,0.1323,0
2400,2450,0.4308,7840,126.6806,12.8035,10.2681,-7.6482,13.0006,0.4834,0,1.4941,0,32,0.4308,0
2500,2550,0.2202,7841,124.0347,13.3336,11.0496,-7.4628,8.1925,0.4834,0,1.4941,0,32,0.2202,0
2600,2650,0.6546,7814,122.1874,13.6808,11.5782,-7.2876,11.7249,0.4834,0,1.4941,0,32,0.6546,0
2700,2750,0.3642,7831,123.4186,13.5012,11.2690,-7.4358,10.8384,0.4834,0,1.4941,0,32,0.3642,0
2800,2850,0.1897,7871,125.6037,13.3374,10.8442,-7.7647,12.8462,0.4834,0,1.4941,0,32,0.1897,0
2900,2950,0.1472,7068,126.1381,13.1945,10.6558,-7.7812,8.5747,0.4834,0,1.4941,0,32,0.1472,0
