bin_lower,height,linear_eta,nbins,direction,speed,u,v,rmse,elev1,nvolumes_gr35_e1,elev2,nvolumes_gr35_e2,vcp,linear_eta_unfiltered,percent_rain
0,50,45.7961,25696,318.6427,1.8574,-1.2273,1.3941,9.6920,0.4834,0,1.4941,0,32,45.7961,0
100,150,14.5020,41493,312.9685,2.5396,-1.8583,1.7310,12.5753,0.4834,0,1.4941,0,32,14.6070,8.353175e-03
200,250,8.5035,40992,292.7854,4.0463,-3.7305,1.5670,11.7673,0.4834,0,1.4941,0,32,8.6214,8.075397e-03
300,350,19.4968,38682,284.1702,3.7081,-3.5953,0.9078,8.5695,0.4834,0,1.4941,0,32,19.6111,3.524046e-03
400,450,9.2150,36660,278.8967,4.3892,-4.3364,0.6788,9.8645,0.4834,0,1.4941,0,32,9.2153,1.901709e-03
500,550,37.6603,31713,313.4244,5.0201,-3.6460,3.4508,10.5925,0.4834,0,1.4941,0,32,37.6866,3.695437e-03
600,650,51.5303,22699,322.0312,6.9345,-4.2663,5.4668,10.0817,0.4834,0,1.4941,0,32,51.6005,1.405229e-02
700,750,9.3256,22487,319.9992,9.2745,-5.9616,7.1046,11.4302,0.4834,0,1.4941,0,32,85.5997,5.294118e-02
800,850,24.1331,21592,313.3078,7.1118,-5.1751,4.8781,10.3288,0.4834,0,1.4941,0,32,27.9723,3.198653e-02
900,950,11.6975,21586,325.9166,4.8395,-2.7120,4.0082,9.6842,0.4834,0,1.4941,0,32,13.1404,1.085859e-02
1000,1050,0.1557,21559,352.9845,4.7749,-0.5832,4.7391,16.3245,0.4834,0,1.4941,0,32,0.1559,2.104377e-04
1100,1150,0.2510,21563,5.3968,4.7102,0.4430,4.6894,16.3220,0.4834,0,1.4941,0,32,0.2510,0
1200,1250,0.3305,21565,17.4213,5.4428,1.6296,5.1932,15.0602,0.4834,0,1.4941,0,32,0.3305,0
1300,1350,0.3655,20797,24.4720,5.6159,2.3264,5.1114,13.7108,0.4834,0,1.4941,0,32,0.3655,0
1400,1450,0.2658,17419,30.0383,6.2352,3.1212,5.3978,15.2748,0.4834,0,1.4941,0,32,0.2658,0
1500,1550,0.3571,14050,27.4156,6.1423,2.8282,5.4525,16.5032,0.4834,0,1.4941,0,32,0.3571,0
1600,1650,0.1105,13421,34.9684,6.8060,3.9007,5.5773,18.4953,0.4834,0,1.4941,0,32,0.1105,0
1700,1750,0.1104,14151,38.2842,7.2169,4.4713,5.6649,17.9420,0.4834,0,1.4941,0,32,0.1104,0
1800,1850,0.0917,13427,38.1741,7.7397,4.7836,6.0845,18.8758,0.4834,0,1.4941,0,32,0.0917,0
1900,1950,0.1837,13376,37.1649,7.8205,4.7245,6.2322,18.2800,0.4834,0,1.4941,0,32,0.1837,0
2000,2050,0.1910,13389,38.9553,8.1097,5.0987,6.3064,16.5404,0.4834,0,1.4941,0,32,0.1910,0
2100,2150,0.4230,13397,41.4553,8.5552,5.6638,6.4119,15.8899,0.4834,0,1.4941,0,32,0.4230,0
2200,2250,0.2410,13458,41.7928,8.7131,5.8068,6.4962,16.4279,0.4834,0,1.4941,0,32,0.2410,0
2300,2350,0.2969,9947,41.1858,8.7543,5.7648,6.5883,13.4132,0.4834,0,1.4941,0,32,0.2969,0
2400,2450,0.1957,7832,42.6958,9.0210,6.1172,6.6301,9.4969,0.4834,0,1.4941,0,32,0.1957,0
2500,2550,0.1826,7837,43.1105,9.1814,6.2746,6.7027,17.7950,0.4834,0,1.4941,0,32,0.1826,0
2600,2650,0.1786,7795,42.9801,9.1875,6.2635,6.7215,19.7505,0.4834,0,1.4941,0,32,0.1786,0
2700,2750,0.1066,7842,42.1015,9.1849,6.1580,6.8148,8.5216,0.4834,0,1.4941,0,32,0.1066,0
2800,2850,0.1564,7871,41.1924,9.1579,6.0313,6.8913,27.5441,0.4834,0,1.4941,0,32,0.1564,0
2900,2950,0.1436,7115,40.5471,9.1410,5.9423,6.9460,23.4056,0.4834,0,1.4941,0,32,0.1436,0
