bin_lower,height,linear_eta,nbins,direction,speed,u,v,rmse,elev1,nvolumes_gr35_e1,elev2,nvolumes_gr35_e2,vcp,linear_eta_unfiltered,percent_rain
0,50,24.4606,26297,354.6565,7.7903,-0.7255,7.7565,12.6557,0.4834,0,1.4941,0,32,24.4606,0
100,150,6.3877,41838,342.7007,9.1308,-2.7152,8.7177,14.6707,0.4834,0,1.4941,0,32,6.3877,3.968254e-04
200,250,4.3320,41130,324.3100,7.1208,-4.1543,5.7834,11.9183,0.4834,0,1.4941,0,32,4.3322,7.341270e-04
300,350,1.5656,38916,307.1140,5.0611,-4.0359,3.0539,8.5642,0.4834,0,1.4941,0,32,1.5720,2.435738e-02
400,450,1.1186,36728,288.1439,5.6188,-5.3394,1.7497,9.2753,0.4834,0,1.4941,0,32,1.1304,4.260684e-02
500,550,1.1325,31765,272.0232,7.1664,-7.1619,0.2530,11.2236,0.4834,0,1.4941,0,32,1.1426,2.916667e-02
600,650,0.5488,22809,280.2227,8.4120,-8.2785,1.4929,12.1832,0.4834,0,1.4941,0,32,0.5506,1.352124e-02
700,750,0.4813,22527,283.9323,8.3587,-8.1128,2.0126,12.8969,0.4834,0,1.4941,0,32,0.4818,3.799020e-03
800,850,0.4178,21560,289.4262,8.6959,-8.2008,2.8922,13.9221,0.4834,0,1.4941,0,32,0.4186,2.567340e-03
900,950,1.1441,21491,297.3008,8.6200,-7.6598,3.9536,14.6792,0.4834,0,1.4941,0,32,1.1457,2.904040e-03
1000,1050,0.2137,21489,304.3764,8.3534,-6.8944,4.7165,13.8181,0.4834,0,1.4941,0,32,0.2552,5.471380e-04
1100,1150,0.1139,21492,307.2821,8.2460,-6.5610,4.9949,14.6984,0.4834,0,1.4941,0,32,0.1145,8.417508e-04
1200,1250,0.1198,21588,309.8709,8.4030,-6.4492,5.3868,13.3262,0.4834,0,1.4941,0,32,0.1243,4.208754e-04
1300,1350,0.3828,20690,313.9576,8.7000,-6.2627,6.0389,15.2876,0.4834,0,1.4941,0,32,0.3937,1.562500e-03
1400,1450,0.0769,17462,314.3223,9.0079,-6.4445,6.2938,18.2131,0.4834,0,1.4941,0,32,0.0777,1.923077e-03
1500,1550,0.1256,14071,316.2079,9.0871,-6.2886,6.5596,16.5526,0.4834,0,1.4941,0,32,0.1256,0
1600,1650,0.3731,13363,317.2665,9.0788,-6.1607,6.6685,18.7078,0.4834,0,1.4941,0,32,0.3744,2.923977e-04
1700,1750,0.1138,14174,319.9556,9.3647,-6.0251,7.1691,13.3188,0.4834,0,1.4941,0,32,0.1138,0
1800,1850,0.1014,13389,321.6288,9.7969,-6.0815,7.6808,16.9876,0.4834,0,1.4941,0,32,0.1014,0
1900,1950,0.0896,13392,321.9461,8.8483,-5.4541,6.9675,16.6574,0.4834,0,1.4941,0,32,0.0896,0
2000,2050,0.1307,13396,321.4073,8.7048,-5.4299,6.8037,18.8907,0.4834,0,1.4941,0,32,0.1307,0
2100,2150,0.1356,13410,321.8412,8.7642,-5.4149,6.8913,16.4040,0.4834,0,1.4941,0,32,0.1356,0
2200,2250,0.1505,13379,322.9755,8.8426,-5.3246,7.0597,13.9958,0.4834,0,1.4941,0,32,0.1505,0
2300,2350,0.1032,9989,323.9490,8.7098,-5.1258,7.0418,19.0406,0.4834,0,1.4941,0,32,0.1032,0
2400,2450,0.0560,7840,324.7987,8.5094,-4.9052,6.9533,22.6286,0.4834,0,1.4941,0,32,0.0560,0
2500,2550,0.1153,7823,325.6878,8.3026,-4.6802,6.8578,20.3841,0.4834,0,1.4941,0,32,0.1153,0
2600,2650,0.1988,7776,326.6218,8.0879,-4.4497,6.7539,13.5681,0.4834,0,1.4941,0,32,0.1988,0
2700,2750,0.1180,7852,327.2833,7.9896,-4.3183,6.7221,12.6096,0.4834,0,1.4941,0,32,0.1180,0
2800,2850,0.1697,7847,327.0178,7.8261,-4.2603,6.5648,16.1519,0.4834,0,1.4941,0,32,0.1697,0
2900,2950,0.1491,7119,330.9034,8.2457,-4.0098,7.2051,11.6808,0.4834,0,1.4941,0,32,0.1491,0
