bin_lower,height,linear_eta,nbins,direction,speed,u,v,rmse,elev1,nvolumes_gr35_e1,elev2,nvolumes_gr35_e2,vcp,linear_eta_unfiltered,percent_rain
0,50,39.8480,26207,278.7249,7.3567,-7.2716,1.1159,10.3158,0.4834,0,1.4941,0,32,39.8480,0
100,150,5.9247,41842,237.8838,13.1561,-11.1429,-6.9943,16.5115,0.4834,0,1.4941,0,32,7.2356,1.438492e-02
200,250,3.5621,41188,246.0239,9.2998,-8.4974,-3.7790,13.2178,0.4834,0,1.4941,0,32,3.7409,2.299603e-02
300,350,2.2183,38804,257.7276,5.6157,-5.4874,-1.1937,10.3423,0.4834,0,1.4941,0,32,14.1650,4.199834e-02
400,450,2.0218,36660,244.5200,10.4039,-9.3920,-4.4757,12.4189,0.4834,0,1.4941,0,32,2.6136,2.292735e-02
500,550,1.2255,31669,232.0784,10.2391,-8.0771,-6.2928,12.2572,0.4834,0,1.4941,0,32,3.8691,3.499504e-02
600,650,1.5802,22594,211.6735,7.5720,-3.9759,-6.4442,10.8486,0.4834,0,1.4941,0,32,1.9660,3.533497e-02
700,750,0.3941,22425,193.5271,8.1355,-1.9029,-7.9098,11.9104,0.4834,0,1.4941,0,32,1.9798,3.308824e-02
800,850,0.5277,21608,206.8281,9.9120,-4.4734,-8.8451,14.3433,0.4834,0,1.4941,0,32,1.0014,7.786195e-03
900,950,0.1478,21531,211.1861,9.5831,-4.9623,-8.1982,17.9487,0.4834,0,1.4941,0,32,0.1479,5.050505e-04
1000,1050,0.3494,21527,215.1061,8.9241,-5.1322,-7.3007,16.6154,0.4834,0,1.4941,0,32,0.3494,0
1100,1150,0.1888,21582,220.3264,8.1381,-5.2665,-6.2042,17.0307,0.4834,0,1.4941,0,32,0.1888,0
1200,1250,0.1617,21657,226.4606,7.8905,-5.7198,-5.4354,18.1683,0.4834,0,1.4941,0,32,0.1617,0
1300,1350,0.2936,20744,226.7718,7.3598,-5.3626,-5.0408,18.8732,0.4834,0,1.4941,0,32,0.2936,0
1400,1450,0.1628,17453,228.0674,7.1287,-5.3033,-4.7638,15.7985,0.4834,0,1.4941,0,32,0.1628,0
1500,1550,0.2457,14026,230.4921,6.8608,-5.2934,-4.3648,15.5019,0.4834,0,1.4941,0,32,0.2457,0
1600,1650,0.1737,13417,232.7309,6.7923,-5.4053,-4.1131,16.3591,0.4834,0,1.4941,0,32,0.1737,0
1700,1750,0.1066,14133,235.1275,6.4866,-5.3218,-3.7087,18.9782,0.4834,0,1.4941,0,32,0.1066,0
1800,1850,0.1196,13427,236.0781,6.2194,-5.1609,-3.4708,17.9788,0.4834,0,1.4941,0,32,0.1196,0
1900,1950,0.1170,13391,237.4598,5.6826,-4.7905,-3.0566,15.6562,0.4834,0,1.4941,0,32,0.1170,0
2000,2050,0.1621,13413,236.3451,5.7108,-4.7536,-3.1648,13.3805,0.4834,0,1.4941,0,32,0.1621,0
2100,2150,0.1307,13418,238.9407,5.8867,-5.0427,-3.0371,16.1804,0.4834,0,1.4941,0,32,0.1307,0
2200,2250,0.1993,13396,240.8503,5.4885,-4.7934,-2.6734,16.4553,0.4834,0,1.4941,0,32,0.1993,0
2300,2350,0.1546,9938,242.8852,5.1766,-4.6077,-2.3594,19.7638,0.4834,0,1.4941,0,32,0.1546,0
2400,2450,0.1179,7838,244.1587,4.7683,-4.2915,-2.0784,18.7296,0.4834,0,1.4941,0,32,0.1179,0
2500,2550,0.0627,7832,245.6503,4.9020,-4.4659,-2.0211,15.7950,0.4834,0,1.4941,0,32,0.0627,0
2600,2650,0.1276,7766,246.1271,4.8769,-4.4597,-1.9737,16.7091,0.4834,0,1.4941,0,32,0.1276,0
2700,2750,0.1045,7877,246.2908,4.8490,-4.4397,-1.9497,13.8022,0.4834,0,1.4941,0,32,0.1045,0
2800,2850,0.1139,7834,247.0234,4.7008,-4.3279,-1.8350,10.3242,0.4834,0,1.4941,0,32,0.1139,0
2900,2950,0.1538,7101,247.5944,4.7124,-4.3566,-1.7962,10.1733,0.4834,0,1.4941,0,32,0.1538,0
