bin_lower,height,linear_eta,nbins,direction,speed,u,v,rmse,elev1,nvolumes_gr35_e1,elev2,nvolumes_gr35_e2,vcp,linear_eta_unfiltered,percent_rain
0,50,9.8270,26437,322.4831,10.9775,-6.6853,8.7071,11.4628,0.4834,0,1.4941,0,32,9.8270,0
100,150,9.6767,41802,316.1494,14.9002,-10.3226,10.7453,13.5402,0.4834,0,1.4941,0,32,9.6767,0
200,250,7.8475,41187,306.2415,8.2602,-6.6621,4.8834,12.4217,0.4834,0,1.4941,0,32,7.8475,0
300,350,6.8586,39033,298.0517,8.9260,-7.8774,4.1976,10.5272,0.4834,0,1.4941,0,32,6.8586,0
400,450,2.9260,36761,286.7384,9.6715,-9.2617,2.7854,10.2446,0.4834,0,1.4941,0,32,2.9260,0
500,550,2.1637,31906,262.6628,9.1492,-9.0743,-1.1684,11.6172,0.4834,0,1.4941,0,32,2.1637,0
600,650,1.1465,22773,283.1104,5.0133,-4.8826,1.1372,8.0870,0.4834,0,1.4941,0,32,1.1465,2.042484e-04
700,750,0.6267,22464,306.5727,4.5156,-3.6265,2.6906,10.3056,0.4834,0,1.4941,0,32,0.6267,0
800,850,1.0073,21547,303.3837,4.6221,-3.8594,2.5433,11.8450,0.4834,0,1.4941,0,32,1.0073,0
900,950,0.7399,21561,312.3141,3.2654,-2.4146,2.1982,13.5360,0.4834,0,1.4941,0,32,0.7399,0
1000,1050,0.6758,21515,317.1128,2.1003,-1.4293,1.5388,12.3315,0.4834,0,1.4941,0,32,0.6758,0
1100,1150,0.2688,21569,276.6408,0.8325,-0.8270,0.0963,11.5870,0.4834,0,1.4941,0,32,0.2688,0
1200,1250,0.4533,21590,130.8690,1.1571,0.8750,-0.7571,10.6927,0.4834,0,1.4941,0,32,0.4533,8.417508e-05
1300,1350,0.3964,20822,129.6291,2.6405,2.0337,-1.6842,12.3686,0.4834,0,1.4941,0,32,0.3979,1.562500e-03
1400,1450,0.5713,17453,125.2832,3.4652,2.8287,-2.0016,12.1384,0.4834,0,1.4941,0,32,0.5720,2.350427e-03
1500,1550,2.2258,14064,124.6694,4.3939,3.6137,-2.4994,11.4139,0.4834,0,1.4941,0,32,2.2258,1.527778e-03
1600,1650,0.3169,13369,131.7578,5.8593,4.3709,-3.9022,11.5720,0.4834,0,1.4941,0,32,0.3169,0
1700,1750,0.4450,14104,137.5252,6.3449,4.2845,-4.6798,12.6705,0.4834,0,1.4941,0,32,0.4450,0
1800,1850,0.3723,13402,139.3406,7.0949,4.6228,-5.3822,11.5001,0.4834,0,1.4941,0,32,0.3723,0
1900,1950,0.1776,13357,140.5462,8.4925,5.3966,-6.5574,11.8738,0.4834,0,1.4941,0,32,0.1776,0
2000,2050,0.8517,13377,141.3599,9.4317,5.8894,-7.3670,9.1460,0.4834,0,1.4941,0,32,0.8517,0
2100,2150,0.3973,13451,136.3508,10.5329,7.2702,-7.6214,10.4675,0.4834,0,1.4941,0,32,0.3973,0
2200,2250,0.4966,13430,130.7546,11.2057,8.4885,-7.3153,11.6925,0.4834,0,1.4941,0,32,0.4966,0
2300,2350,0.3775,9950,128.8905,11.4918,8.9446,-7.2150,12.0110,0.4834,0,1.4941,0,32,0.3775,0
2400,2450,0.5342,7828,128.3860,11.3141,8.8685,-7.0255,13.1108,0.4834,0,1.4941,0,32,0.5342,0
2500,2550,0.4430,7851,128.4578,11.2989,8.8478,-7.0272,9.7931,0.4834,0,1.4941,0,32,0.4430,0
2600,2650,0.5875,7794,126.8253,11.2771,9.0270,-6.7593,11.3040,0.4834,0,1.4941,0,32,0.5875,0
2700,2750,0.2682,7833,125.4197,10.7905,8.7935,-6.2538,8.6782,0.4834,0,1.4941,0,32,0.2682,0
2800,2850,0.1842,7855,125.2692,10.8670,8.8724,-6.2748,12.0131,0.4834,0,1.4941,0,32,0.1842,0
2900,2950,0.1645,7100,124.9352,10.8212,8.8712,-6.1968,10.4136,0.4834,0,1.4941,0,32,0.1645,0
