bin_lower,height,linear_eta,nbins,direction,speed,u,v,rmse,elev1,nvolumes_gr35_e1,elev2,nvolumes_gr35_e2,vcp,linear_eta_unfiltered,percent_rain
0,50,21.5599,26535,63.5414,16.0883,14.4032,7.1682,16.1905,0.4834,0,1.4941,0,32,21.5599,0
100,150,18.9965,41780,50.0966,16.5993,12.7337,10.6483,16.4830,0.4834,0,1.4941,0,32,18.9965,0
200,250,3.0106,41201,44.0861,16.5210,11.4943,11.8669,15.7758,0.4834,0,1.4941,0,32,3.0106,0
300,350,1.9633,38860,33.6758,13.8077,7.6563,11.4906,12.6676,0.4834,0,1.4941,0,32,1.9633,0
400,450,1.3284,36706,28.8398,14.0090,6.7574,12.2714,13.5110,0.4834,0,1.4941,0,32,1.3287,1.153846e-03
500,550,0.9045,31799,33.5169,15.4120,8.5102,12.8493,15.2158,0.4834,0,1.4941,0,32,0.9054,3.050595e-03
600,650,0.4892,22768,32.6506,15.5639,8.3970,13.1045,16.2200,0.4834,0,1.4941,0,32,0.4892,0
700,750,0.2596,22566,29.5677,14.1551,6.9849,12.3118,15.2853,0.4834,0,1.4941,0,32,0.2596,0
800,850,0.2050,21626,27.5742,13.3934,6.1998,11.8721,15.8797,0.4834,0,1.4941,0,32,0.2050,0
900,950,0.3474,21515,28.2919,13.3991,6.3507,11.7985,16.3852,0.4834,0,1.4941,0,32,0.3474,0
1000,1050,0.1068,21461,28.9234,14.2871,6.9098,12.5050,15.1595,0.4834,0,1.4941,0,32,0.1070,2.104377e-04
1100,1150,0.1821,21503,27.2673,14.8269,6.7928,13.1793,17.6419,0.4834,0,1.4941,0,32,0.1821,3.787879e-04
1200,1250,0.1591,21552,26.7309,14.6949,6.6098,13.1245,16.5949,0.4834,0,1.4941,0,32,0.1591,0
1300,1350,0.2328,20756,27.3812,14.6889,6.7556,13.0433,20.0972,0.4834,0,1.4941,0,32,0.2328,0
1400,1450,0.0877,17428,28.9826,14.5974,7.0731,12.7693,18.8611,0.4834,0,1.4941,0,32,0.0877,2.136752e-04
1500,1550,0.1336,14030,30.5385,14.7125,7.4757,12.6717,17.1586,0.4834,0,1.4941,0,32,0.1336,0
1600,1650,0.1138,13433,30.3460,14.6725,7.4128,12.6622,17.7479,0.4834,0,1.4941,0,32,0.1138,0
1700,1750,0.3688,14103,31.9121,14.7555,7.8000,12.5253,16.3881,0.4834,0,1.4941,0,32,0.3688,0
1800,1850,0.0974,13381,32.2642,14.7156,7.8555,12.4435,18.1434,0.4834,0,1.4941,0,32,0.0974,0
1900,1950,0.0926,13420,31.5598,14.5164,7.5977,12.3693,20.8602,0.4834,0,1.4941,0,32,0.0926,0
2000,2050,0.1084,13366,30.1322,14.2434,7.1501,12.3187,19.3448,0.4834,0,1.4941,0,32,0.1084,0
2100,2150,0.0986,13337,28.9744,14.2374,6.8969,12.4554,18.8879,0.4834,0,1.4941,0,32,0.0986,0
2200,2250,0.1136,13355,26.2624,13.8002,6.1063,12.3757,19.4057,0.4834,0,1.4941,0,32,0.1136,0
2300,2350,0.1027,9935,26.1531,13.4228,5.9164,12.0486,17.3686,0.4834,0,1.4941,0,32,0.1027,0
2400,2450,0.1958,7854,22.6304,13.1578,5.0629,12.1447,14.4255,0.4834,0,1.4941,0,32,0.1958,0
2500,2550,0.1343,7839,19.3186,12.7175,4.2072,12.0014,16.3860,0.4834,0,1.4941,0,32,0.1343,0
2600,2650,0.1351,7797,16.1120,12.2809,3.4081,11.7985,15.9681,0.4834,0,1.4941,0,32,0.1351,0
2700,2750,0.1343,7845,20.6743,12.9582,4.5750,12.1237,14.9150,0.4834,0,1.4941,0,32,0.1343,0
2800,2850,0.1103,7869,20.5068,12.7156,4.4545,11.9099,13.9057,0.4834,0,1.4941,0,32,0.1103,0
2900,2950,0.1394,7150,20.5050,12.7373,4.4617,11.9303,14.2210,0.4834,0,1.4941,0,32,0.1394,0
