bin_lower,height,linear_eta,nbins,direction,speed,u,v,rmse,elev1,nvolumes_gr35_e1,elev2,nvolumes_gr35_e2,vcp,linear_eta_unfiltered,percent_rain
0,50,11.4238,26190,296.4265,9.2852,-8.3150,4.1324,12.3741,0.4834,0,1.4941,0,32,11.4238,0
100,150,9.1000,41633,293.0268,9.8064,-9.0250,3.8359,13.7066,0.4834,0,1.4941,0,32,9.1000,0
200,250,2.1675,41205,310.0747,9.1974,-7.0379,5.9212,12.1182,0.4834,0,1.4941,0,32,2.1686,9.166667e-03
300,350,1.1126,38925,312.3107,6.9531,-5.1419,4.6805,8.7764,0.4834,0,1.4941,0,32,1.1205,4.490050e-02
400,450,1.8906,36648,276.5236,6.1036,-6.0641,0.6934,8.7088,0.4834,0,1.4941,0,32,1.9483,6.839744e-02
500,550,0.8015,31803,271.4835,6.4076,-6.4054,0.1659,7.7157,0.4834,0,1.4941,0,32,0.8595,8.296131e-02
600,650,2.7442,22774,261.4136,7.6086,-7.5233,-1.1360,9.3944,0.4834,0,1.4941,0,32,2.7621,4.489379e-02
700,750,0.3541,22437,255.4233,8.7299,-8.4489,-2.1971,13.3231,0.4834,0,1.4941,0,32,0.3547,2.696078e-03
800,850,0.3444,21570,252.0675,9.8498,-9.3713,-3.0327,16.2499,0.4834,0,1.4941,0,32,0.3444,5.050505e-04
900,950,0.2872,21503,253.7559,10.3424,-9.9295,-2.8931,15.0385,0.4834,0,1.4941,0,32,0.2872,0
1000,1050,0.1262,21514,256.6873,9.8619,-9.5969,-2.2709,14.9133,0.4834,0,1.4941,0,32,0.1262,0
1100,1150,0.1122,21567,256.3694,10.0717,-9.7880,-2.3735,12.6070,0.4834,0,1.4941,0,32,0.1122,0
1200,1250,0.2554,21570,261.4463,10.0502,-9.9384,-1.4948,14.1008,0.4834,0,1.4941,0,32,0.2554,0
1300,1350,0.2239,20755,262.3831,10.4815,-10.3890,-1.3893,14.1838,0.4834,0,1.4941,0,32,0.2239,1.736111e-04
1400,1450,0.1152,17462,260.5866,10.3298,-10.1907,-1.6895,15.1621,0.4834,0,1.4941,0,32,0.1152,0
1500,1550,0.0903,14064,258.5301,10.3025,-10.0967,-2.0487,17.2970,0.4834,0,1.4941,0,32,0.0903,0
1600,1650,0.1785,13386,254.8268,10.0748,-9.7236,-2.6369,13.2670,0.4834,0,1.4941,0,32,0.1785,0
1700,1750,0.1063,14141,252.0617,10.4997,-9.9893,-3.2338,16.8583,0.4834,0,1.4941,0,32,0.1063,0
1800,1850,0.0925,13347,254.5863,11.5302,-11.1154,-3.0646,14.2663,0.4834,0,1.4941,0,32,0.0925,0
1900,1950,0.1048,13416,253.1629,11.2297,-10.7483,-3.2527,15.7591,0.4834,0,1.4941,0,32,0.1048,0
2000,2050,0.1744,13372,252.8614,10.9743,-10.4869,-3.2339,15.9394,0.4834,0,1.4941,0,32,0.1744,0
2100,2150,0.1213,13396,253.0083,10.6348,-10.1706,-3.1078,18.1765,0.4834,0,1.4941,0,32,0.1213,0
2200,2250,0.1609,13416,253.6619,10.1827,-9.7715,-2.8645,13.5140,0.4834,0,1.4941,0,32,0.1609,0
2300,2350,0.1991,9966,254.8880,9.7835,-9.4452,-2.5506,11.6161,0.4834,0,1.4941,0,32,0.1991,0
2400,2450,0.1377,7825,255.6477,9.7284,-9.4248,-2.4115,14.6652,0.4834,0,1.4941,0,32,0.1377,0
2500,2550,0.0932,7843,256.0832,9.6423,-9.3592,-2.3191,10.4087,0.4834,0,1.4941,0,32,0.0932,0
2600,2650,0.1496,7790,256.5494,9.5319,-9.2704,-2.2172,16.8392,0.4834,0,1.4941,0,32,0.1496,0
2700,2750,0.1060,7848,257.2336,9.4809,-9.2466,-2.0951,15.7552,0.4834,0,1.4941,0,32,0.1060,0
2800,2850,0.1052,7837,257.2328,9.4931,-9.2584,-2.0979,14.7781,0.4834,0,1.4941,0,32,0.1052,0
2900,2950,0.1207,7121,257.2328,9.4907,-9.2561,-2.0974,2.3449,0.4834,0,1.4941,0,32,0.1207,0
