bin_lower,height,linear_eta,nbins,direction,speed,u,v,rmse,elev1,nvolumes_gr35_e1,elev2,nvolumes_gr35_e2,vcp,linear_eta_unfiltered,percent_rain
0,50,12.5470,26071,265.8934,5.1979,-5.1846,-0.3722,11.8456,0.4834,0,1.4941,0,32,12.5470,0
100,150,25.7200,41623,297.3026,6.4419,-5.7243,2.9548,11.5259,0.4834,0,1.4941,0,32,25.7200,0
200,250,7.9533,41187,300.6982,7.0750,-6.0836,3.6119,11.5388,0.4834,0,1.4941,0,32,7.9533,0
300,350,12.0860,38992,300.2452,8.3861,-7.2446,4.2241,11.5725,0.4834,0,1.4941,0,32,12.0860,0
400,450,12.4935,36761,290.8281,8.5936,-8.0320,3.0556,11.2144,0.4834,0,1.4941,0,32,12.4935,0
500,550,2.5552,31852,280.9412,6.6593,-6.5383,1.2639,12.2012,0.4834,0,1.4941,0,32,2.5553,3.224206e-04
600,650,0.8725,22802,281.7653,4.6853,-4.5868,0.9553,10.4698,0.4834,0,1.4941,0,32,0.8725,0
700,750,0.4769,22455,347.2392,2.8355,-0.6263,2.7655,12.2310,0.4834,0,1.4941,0,32,0.4769,0
800,850,0.3825,21613,28.3946,3.7357,1.7765,3.2863,13.7355,0.4834,0,1.4941,0,32,0.3825,4.208754e-05
900,950,0.9313,21541,31.4100,5.4176,2.8234,4.6237,12.8929,0.4834,0,1.4941,0,32,0.9316,2.946128e-04
1000,1050,1.0565,21514,44.6947,6.2674,4.4080,4.4553,11.5607,0.4834,0,1.4941,0,32,1.0578,7.154882e-04
1100,1150,0.3197,21524,44.0562,6.9160,4.8092,4.9703,11.4896,0.4834,0,1.4941,0,32,0.3197,5.471380e-04
1200,1250,0.3994,21639,45.5667,7.7306,5.5202,5.4121,11.7272,0.4834,0,1.4941,0,32,0.6570,9.259259e-04
1300,1350,0.3567,20763,44.3460,7.7250,5.3997,5.5244,10.9416,0.4834,0,1.4941,0,32,0.8876,2.951389e-03
1400,1450,0.1199,17469,46.0899,7.2526,5.2250,5.0299,14.3397,0.4834,0,1.4941,0,32,0.1199,2.617521e-03
1500,1550,0.3872,14058,49.3350,6.7902,5.1505,4.4247,14.6476,0.4834,0,1.4941,0,32,0.3910,1.875000e-03
1600,1650,0.1206,13440,47.3727,5.8949,4.3373,3.9922,14.9661,0.4834,0,1.4941,0,32,0.1206,0
1700,1750,0.5195,14120,42.7686,5.0285,3.4145,3.6914,14.3375,0.4834,0,1.4941,0,32,0.5195,0
1800,1850,0.0736,13430,40.1828,4.6037,2.9705,3.5172,16.1119,0.4834,0,1.4941,0,32,0.0736,0
1900,1950,0.0948,13389,38.0550,4.4110,2.7190,3.4733,13.0000,0.4834,0,1.4941,0,32,0.0948,0
2000,2050,0.1551,13365,37.2444,4.3120,2.6097,3.4326,14.9654,0.4834,0,1.4941,0,32,0.1551,0
2100,2150,0.1727,13413,35.5521,4.4630,2.5950,3.6310,15.8960,0.4834,0,1.4941,0,32,0.1727,0
2200,2250,0.1232,13418,38.0159,4.0426,2.4898,3.1849,16.5232,0.4834,0,1.4941,0,32,0.1232,0
2300,2350,0.0924,9984,33.0777,4.2802,2.3361,3.5865,11.1401,0.4834,0,1.4941,0,32,0.0924,0
2400,2450,0.1659,7861,26.6393,4.5281,2.0303,4.0474,13.7734,0.4834,0,1.4941,0,32,0.1659,0
2500,2550,0.0764,7865,27.4530,4.7134,2.1730,4.1826,12.3019,0.4834,0,1.4941,0,32,0.0764,0
2600,2650,0.2146,7788,29.0958,4.9506,2.4074,4.3259,16.1198,0.4834,0,1.4941,0,32,0.2146,0
2700,2750,0.0971,7836,29.1174,4.9155,2.3919,4.2943,20.1040,0.4834,0,1.4941,0,32,0.0971,0
2800,2850,0.1312,7818,29.0803,4.8574,2.3609,4.2451,16.3026,0.4834,0,1.4941,0,32,0.1312,0
2900,2950,0.1128,7092,28.8617,4.8386,2.3356,4.2376,15.5772,0.4834,0,1.4941,0,32,0.1128,0
