bin_lower,height,linear_eta,nbins,direction,speed,u,v,rmse,elev1,nvolumes_gr35_e1,elev2,nvolumes_gr35_e2,vcp,linear_eta_unfiltered,percent_rain
0,50,127.6435,26301,27.6896,3.2319,1.5018,2.8618,10.8181,0.4834,0,1.4941,0,32,127.6435,0
100,150,106.6735,41511,357.3419,6.3366,-0.2939,6.3298,12.3562,0.4834,0,1.4941,0,32,106.6735,0
200,250,44.3380,41145,339.6585,6.5046,-2.2611,6.0990,11.2176,0.4834,0,1.4941,0,32,44.3477,2.500000e-03
300,350,36.0187,38935,3.8951,6.4488,0.4381,6.4339,11.6187,0.4834,0,1.4941,0,32,37.0628,1.616915e-02
400,450,17.7592,36604,20.7769,8.9568,3.1773,8.3744,14.1191,0.4834,0,1.4941,0,32,22.9470,4.414530e-02
500,550,5.5925,31748,31.5271,9.0259,4.7197,7.6936,13.1648,0.4834,0,1.4941,0,32,14.0485,6.428571e-02
600,650,6.4844,22751,344.5435,12.5367,-3.3411,12.0833,12.7324,0.4834,0,1.4941,0,32,31.2837,9.983660e-02
700,750,2.3281,22334,330.3061,10.5661,-5.2341,9.1786,11.3869,0.4834,0,1.4941,0,32,31.2519,8.300654e-02
800,850,2.7625,21575,326.7978,9.9836,-5.4670,8.3537,10.0911,0.4834,0,1.4941,0,32,14.7185,6.296296e-02
900,950,2.8330,21534,330.3598,7.4322,-3.6756,6.4597,9.4782,0.4834,0,1.4941,0,32,5.1545,2.525253e-02
1000,1050,3.3905,21455,309.1201,6.5182,-5.0570,4.1126,10.1273,0.4834,0,1.4941,0,32,3.9407,4.082492e-03
1100,1150,0.7983,21547,300.6723,6.4788,-5.5724,3.3050,12.5731,0.4834,0,1.4941,0,32,0.7984,8.417508e-05
1200,1250,0.3799,21575,294.9125,6.5758,-5.9639,2.7699,10.2486,0.4834,0,1.4941,0,32,0.3799,1.262626e-04
1300,1350,0.6268,20758,288.4479,6.6869,-6.3432,2.1160,13.0017,0.4834,0,1.4941,0,32,0.6274,7.378472e-04
1400,1450,0.4730,17462,288.3152,7.3278,-6.9566,2.3027,16.3309,0.4834,0,1.4941,0,32,0.4730,0
1500,1550,0.3047,13994,284.4703,7.6045,-7.3633,1.9002,17.7145,0.4834,0,1.4941,0,32,0.3047,0
1600,1650,0.2353,13356,286.4580,7.9168,-7.5924,2.2429,14.1429,0.4834,0,1.4941,0,32,0.2353,0
1700,1750,1.1433,14086,286.6664,8.3849,-8.0327,2.4048,9.6557,0.4834,0,1.4941,0,32,1.1433,0
1800,1850,0.3219,13431,289.5195,8.3837,-7.9019,2.8012,14.8752,0.4834,0,1.4941,0,32,0.3219,0
1900,1950,0.1178,13347,292.3389,8.5653,-7.9225,3.2556,17.0850,0.4834,0,1.4941,0,32,0.1178,0
2000,2050,0.1341,13357,294.4224,9.0430,-8.2338,3.7389,16.6990,0.4834,0,1.4941,0,32,0.1341,0
2100,2150,0.1608,13382,292.9997,9.4624,-8.7102,3.6972,17.7315,0.4834,0,1.4941,0,32,0.1608,0
2200,2250,0.1140,13351,292.2397,9.6213,-8.9056,3.6415,16.3812,0.4834,0,1.4941,0,32,0.1140,0
2300,2350,0.2064,9928,291.2114,9.5867,-8.9372,3.4686,19.4467,0.4834,0,1.4941,0,32,0.2064,0
2400,2450,0.1077,7829,289.8215,9.5121,-8.9486,3.2255,18.3568,0.4834,0,1.4941,0,32,0.1077,0
2500,2550,0.1149,7836,288.2273,9.4557,-8.9812,2.9576,13.6431,0.4834,0,1.4941,0,32,0.1149,0
2600,2650,0.2173,7798,286.5820,9.3137,-8.9264,2.6580,17.7376,0.4834,0,1.4941,0,32,0.2173,0
2700,2750,0.1371,7831,286.3758,9.3290,-8.9505,2.6302,20.3310,0.4834,0,1.4941,0,32,0.1371,0
2800,2850,0.1460,7841,285.9531,9.4080,-9.0456,2.5858,12.6155,0.4834,0,1.4941,0,32,0.1460,0
2900,2950,0.1434,7083,286.1193,9.4615,-9.0895,2.6269,14.9579,0.4834,0,1.4941,0,32,0.1434,0
