bin_lower,height,linear_eta,nbins,direction,speed,u,v,rmse,elev1,nvolumes_gr35_e1,elev2,nvolumes_gr35_e2,vcp,linear_eta_unfiltered,percent_rain
0,50,171.6429,26312,330.3468,4.0025,-1.9802,3.4783,9.9950,0.4834,0,1.4941,0,32,171.7428,1.250000e-02
100,150,101.6868,41682,317.7720,3.9630,-2.6634,2.9345,9.9121,0.4834,0,1.4941,0,32,104.7322,2.180556e-02
200,250,54.0763,41065,335.7336,5.6703,-2.3304,5.1693,10.0077,0.4834,0,1.4941,0,32,54.2110,6.408730e-03
300,350,21.2454,39043,328.9182,4.7475,-2.4509,4.0659,11.9351,0.4834,0,1.4941,0,32,21.2559,1.513267e-03
400,450,20.8964,36693,333.5228,2.7176,-1.2116,2.4326,11.3529,0.4834,0,1.4941,0,32,20.8964,0
500,550,3.8027,31729,29.2752,2.7497,1.3446,2.3985,10.3823,0.4834,0,1.4941,0,32,3.8027,0
600,650,2.0972,22767,345.2389,4.6707,-1.1901,4.5166,9.0227,0.4834,0,1.4941,0,32,2.0972,0
700,750,3.5764,22484,334.8310,5.0461,-2.1461,4.5670,11.3362,0.4834,0,1.4941,0,32,3.5764,2.450980e-04
800,850,0.3717,21560,334.2188,6.1974,-2.6955,5.5806,13.6340,0.4834,0,1.4941,0,32,0.3807,3.619529e-03
900,950,0.5165,21571,347.6226,6.6815,-1.4322,6.5262,11.2373,0.4834,0,1.4941,0,32,0.5173,3.872054e-03
1000,1050,0.6813,21566,354.4572,7.5905,-0.7332,7.5550,12.1399,0.4834,0,1.4941,0,32,0.6817,1.683502e-04
1100,1150,0.4181,21536,355.1400,7.6660,-0.6495,7.6385,12.5245,0.4834,0,1.4941,0,32,0.4411,6.313131e-04
1200,1250,0.1845,21523,359.9625,6.7083,-0.0044,6.7083,11.1419,0.4834,0,1.4941,0,32,0.2258,9.680135e-04
1300,1350,0.3314,20746,2.1050,5.6777,0.2085,5.6739,11.8733,0.4834,0,1.4941,0,32,0.3326,1.519097e-03
1400,1450,0.7074,17461,7.2085,5.1983,0.6523,5.1572,12.2895,0.4834,0,1.4941,0,32,0.7094,2.670940e-03
1500,1550,0.9091,14051,4.3503,4.6739,0.3545,4.6605,13.8357,0.4834,0,1.4941,0,32,0.9108,2.430556e-03
1600,1650,0.0852,13398,359.1169,4.8969,-0.0755,4.8963,16.8139,0.4834,0,1.4941,0,32,0.0852,0
1700,1750,0.2366,14115,353.8208,5.1400,-0.5533,5.1101,14.1740,0.4834,0,1.4941,0,32,0.2366,0
1800,1850,0.1175,13355,346.8338,5.4898,-1.2505,5.3455,13.0257,0.4834,0,1.4941,0,32,0.1175,0
1900,1950,0.1510,13365,344.8730,5.9181,-1.5444,5.7131,14.6876,0.4834,0,1.4941,0,32,0.1519,2.192982e-04
2000,2050,0.1717,13348,343.0214,6.0313,-1.7612,5.7684,15.6134,0.4834,0,1.4941,0,32,0.1717,0
2100,2150,0.1451,13404,344.0136,6.3864,-1.7589,6.1394,17.4850,0.4834,0,1.4941,0,32,0.1451,0
2200,2250,0.0907,13374,347.1373,6.5737,-1.4634,6.4087,17.1371,0.4834,0,1.4941,0,32,0.0907,0
2300,2350,0.0954,9930,350.9551,6.5807,-1.0345,6.4989,12.0255,0.4834,0,1.4941,0,32,0.0954,0
2400,2450,0.0902,7831,353.9324,6.5816,-0.6957,6.5448,16.7435,0.4834,0,1.4941,0,32,0.0902,0
2500,2550,0.1010,7841,354.8382,6.7750,-0.6095,6.7475,16.9747,0.4834,0,1.4941,0,32,0.1010,0
2600,2650,0.2515,7784,354.7428,7.0227,-0.6435,6.9932,14.1462,0.4834,0,1.4941,0,32,0.2515,0
2700,2750,0.2175,7847,354.5975,7.0991,-0.6684,7.0675,16.3572,0.4834,0,1.4941,0,32,0.2175,0
2800,2850,0.1321,7882,354.4087,7.1950,-0.7010,7.1608,20.5260,0.4834,0,1.4941,0,32,0.1321,0
2900,2950,0.1775,7121,355.1566,7.1916,-0.6072,7.1659,15.1470,0.4834,0,1.4941,0,32,0.1775,0
