bin_lower,height,linear_eta,nbins,direction,speed,u,v,rmse,elev1,nvolumes_gr35_e1,elev2,nvolumes_gr35_e2,vcp,linear_eta_unfiltered,percent_rain
0,50,112.3328,26505,20.7492,4.6847,1.6597,4.3808,1.6433,0.4834,0,1.4502,0,21,5510.0589,9.218827e-01
100,150,53.5551,45569,4.2921,4.7566,0.3560,4.7433,1.0639,0.4834,0,1.4502,0,21,6583.3890,9.855784e-01
200,250,1.1466,43194,355.5789,4.9598,-0.3823,4.9450,1.0623,0.4834,0,1.4502,0,21,6606.3121,9.977976e-01
300,350,1.7167,41758,352.4867,5.0630,-0.6620,5.0196,1.1554,0.4834,0,1.4502,0,21,7106.9774,9.981413e-01
400,450,1.1973,42252,351.8547,4.9843,-0.7062,4.9340,1.1684,0.4834,0,1.4502,0,21,6994.0182,9.977197e-01
500,550,0.0336,34289,353.2477,4.5975,-0.5406,4.5656,1.0930,0.4834,0,1.4502,0,21,6969.6342,9.998485e-01
600,650,0.0009,21602,351.5575,3.6862,-0.5412,3.6462,0.8622,0.4834,0,1.4502,0,21,6821.4034,9.981349e-01
700,750,0.0000,20350,359.2420,2.6560,-0.0351,2.6558,0.8892,0.4834,0,1.4502,0,21,6595.4312,9.992857e-01
800,850,0.0000,20248,20.2774,2.1422,0.7424,2.0095,1.0246,0.4834,0,1.4502,0,21,7133.7144,9.997619e-01
900,950,0.0000,21028,35.6158,2.1695,1.2634,1.7636,1.1958,0.4834,0,1.4502,0,21,7428.8164,1
1000,1050,0.0000,19825,35.3816,2.3024,1.3332,1.8772,1.2369,0.4834,0,1.4502,0,21,6953.3156,1
1100,1150,0.0000,19461,26.0116,2.4161,1.0596,2.1713,1.1551,0.4834,0,1.4502,0,21,7043.6336,1
1200,1250,0.0000,17155,13.2218,2.6345,0.6026,2.5647,1.0792,0.4834,0,1.4502,0,21,7078.5494,9.998264e-01
1300,1350,0.0006,19597,1.0485,2.8471,0.0521,2.8466,1.1118,0.4834,0,1.4502,0,21,6968.6033,9.993254e-01
1400,1450,0.0000,12898,349.8314,3.1825,-0.5619,3.1325,1.2871,0.4834,0,1.4502,0,21,6812.7778,1
1500,1550,0.0000,11766,343.8265,3.4917,-0.9726,3.3535,1.4420,0.4834,0,1.4502,0,21,6999.1929,1
1600,1650,0.0000,11482,340.1342,3.6102,-1.2268,3.3954,1.5146,0.4834,0,1.4502,0,21,6806.8953,1
1700,1750,0.0000,11588,333.4336,3.7331,-1.6696,3.3390,1.5839,0.4834,0,1.4502,0,21,7025.6667,1
1800,1850,0.0000,11736,322.9476,3.8690,-2.3313,3.0878,1.5816,0.4834,0,1.4502,0,21,8318.5585,1
1900,1950,0.0000,11999,313.9112,4.0116,-2.8900,2.7822,1.4896,0.4834,0,1.4502,0,21,11441.5127,1
2000,2050,0.0000,12902,309.4925,4.1554,-3.2067,2.6427,1.4361,0.4834,0,1.4502,0,21,15437.0079,1
2100,2150,0.0000,11977,305.5178,4.2091,-3.4259,2.4453,1.4268,0.4834,0,1.4502,0,21,19815.9953,1
2200,2250,0.0000,10128,303.2605,4.2612,-3.5631,2.3370,1.3719,0.4834,0,1.4502,0,21,22038.9988,1
2300,2350,0.0000,7742,300.8387,4.3360,-3.7229,2.2227,1.2944,0.4834,0,1.4502,0,21,24767.0950,1
2400,2450,0.0000,7206,299.0588,4.4244,-3.8675,2.1490,1.3474,0.4834,0,1.4502,0,21,23781.0229,1
2500,2550,0.0000,7270,297.9057,4.4846,-3.9631,2.0989,1.3873,0.4834,0,1.4502,0,21,20733.3408,1
2600,2650,0.0000,7329,294.0182,4.5685,-4.1729,1.8595,1.4491,0.4834,0,1.4502,0,21,16823.0951,1
2700,2750,0.0000,7847,288.3298,4.7879,-4.5449,1.5057,1.6090,0.4834,0,1.4502,0,21,11235.4133,1
2800,2850,0.0000,7044,283.2592,5.0635,-4.9285,1.1613,1.7198,0.4834,0,1.4502,0,21,7768.2190,1
2900,2950,0.0000,6930,279.1693,5.3852,-5.3164,0.8581,1.8954,0.4834,0,1.4502,0,21,5190.1656,1
