bin_lower,height,linear_eta,nbins,direction,speed,u,v,rmse,elev1,nvolumes_gr35_e1,elev2,nvolumes_gr35_e2,vcp,linear_eta_unfiltered,percent_rain
0,50,10.4684,27940,328.7489,4.8191,-2.5001,4.1198,2.3728,0.4834,0,1.4502,0,21,267.6920,8.569753e-01
100,150,3.8027,48775,330.1365,5.3167,-2.6474,4.6107,1.8399,0.4834,0,1.4502,0,21,259.6165,9.027588e-01
200,250,1.8880,46452,332.8821,5.4842,-2.4998,4.8814,1.7241,0.4834,0,1.4502,0,21,295.1863,9.081746e-01
300,350,0.9573,43958,332.0010,5.4258,-2.5472,4.7908,1.9557,0.4834,0,1.4502,0,21,320.8002,9.112541e-01
400,450,1.4105,44470,332.8112,5.2227,-2.3864,4.6456,1.9844,0.4834,0,1.4502,0,21,636.1637,8.882670e-01
500,550,1.2417,35960,332.9037,4.8968,-2.2304,4.3594,1.8273,0.4834,0,1.4502,0,21,796.2543,8.560101e-01
600,650,0.2712,23039,331.5483,4.8382,-2.3050,4.2538,1.3208,0.4834,0,1.4502,0,21,251.7126,9.421429e-01
700,750,0.3930,21507,328.9159,4.1671,-2.1515,3.5687,1.3712,0.4834,0,1.4502,0,21,262.3149,9.510714e-01
800,850,0.2972,19847,324.1147,3.2260,-1.8910,2.6137,1.5127,0.4834,0,1.4502,0,21,292.5847,9.569048e-01
900,950,0.3711,18474,336.4515,2.3107,-0.9232,2.1182,1.5171,0.4834,0,1.4502,0,21,414.4129,9.422619e-01
1000,1050,0.1994,17910,7.8646,1.8576,0.2542,1.8401,1.3548,0.4834,0,1.4502,0,21,596.8992,9.484428e-01
1100,1150,0.5110,19952,18.9532,1.9574,0.6357,1.8513,1.3390,0.4834,0,1.4502,0,21,783.4114,9.403595e-01
1200,1250,0.2443,19391,19.9090,2.1219,0.7226,1.9951,1.2739,0.4834,0,1.4502,0,21,915.3534,9.075087e-01
1300,1350,0.1565,20660,10.2017,2.3500,0.4162,2.3129,1.1953,0.4834,0,1.4502,0,21,1120.2438,8.934127e-01
1400,1450,0.1213,12350,358.4925,2.5219,-0.0663,2.5211,0.9805,0.4834,0,1.4502,0,21,761.7644,9.349747e-01
1500,1550,0.1072,11359,344.0964,2.7970,-0.7664,2.6900,0.8952,0.4834,0,1.4502,0,21,578.6621,9.429861e-01
1600,1650,0.0720,12449,337.2018,3.2017,-1.2406,2.9516,0.8995,0.4834,0,1.4502,0,21,752.9898,9.462500e-01
1700,1750,0.0767,13124,330.8761,3.6078,-1.7559,3.1517,0.9447,0.4834,0,1.4502,0,21,868.9150,9.601389e-01
1800,1850,0.0809,13159,326.7702,3.8935,-2.1336,3.2568,0.9501,0.4834,0,1.4502,0,21,970.1991,9.659028e-01
1900,1950,0.0605,12827,320.9626,3.8688,-2.4367,3.0050,0.9695,0.4834,0,1.4502,0,21,1171.1748,9.651389e-01
2000,2050,0.0941,13412,313.1669,3.8013,-2.7725,2.6006,1.0039,0.4834,0,1.4502,0,21,1515.2669,9.721561e-01
2100,2150,0.0947,12117,302.2191,3.5836,-3.0318,1.9106,1.0855,0.4834,0,1.4502,0,21,2519.3239,9.503655e-01
2200,2250,0.1263,10283,292.3000,3.4952,-3.2338,1.3263,1.0537,0.4834,0,1.4502,0,21,3344.6694,9.541667e-01
2300,2350,0.0429,7739,283.6173,3.5157,-3.4168,0.8277,0.9495,0.4834,0,1.4502,0,21,3521.3559,9.890046e-01
2400,2450,0.0183,7178,276.5717,3.4453,-3.4227,0.3943,0.9300,0.4834,0,1.4502,0,21,4317.2593,9.965909e-01
2500,2550,0.0012,7211,270.5421,3.3971,-3.3970,0.0321,0.9205,0.4834,0,1.4502,0,21,4466.5178,9.996212e-01
2600,2650,0.0000,6981,263.2334,3.3998,-3.3761,-0.4006,0.9201,0.4834,0,1.4502,0,21,3887.3723,1
2700,2750,0.0000,7108,254.9266,3.3897,-3.2731,-0.8815,0.9217,0.4834,0,1.4502,0,21,3467.7777,1
2800,2850,0.0000,6380,245.1170,3.3505,-3.0395,-1.4098,0.8801,0.4834,0,1.4502,0,21,2722.4700,1
2900,2950,0.0000,6530,235.6180,3.3240,-2.7433,-1.8771,0.9668,0.4834,0,1.4502,0,21,2114.7870,1
