bin_lower,height,linear_eta,nbins,direction,speed,u,v,rmse,elev1,nvolumes_gr35_e1,elev2,nvolumes_gr35_e2,vcp,linear_eta_unfiltered,percent_rain
0,50,251.5119,25286,9.3619,1.6330,0.2656,1.6112,7.1303,0.4834,0,1.4941,0,32,307.1293,1.705177e-01
100,150,122.6586,44050,9.6822,2.0155,0.3390,1.9867,6.8097,0.4834,0,1.4941,0,32,132.5174,1.756349e-01
200,250,31.8234,44520,3.2498,2.9622,0.1679,2.9575,6.1030,0.4834,0,1.4941,0,32,33.8217,2.311905e-01
300,350,17.7390,42570,18.0696,3.2476,1.0073,3.0875,5.2603,0.4834,0,1.4941,0,32,19.2790,2.600332e-01
400,450,11.3476,43444,37.7445,3.6257,2.2195,2.8670,4.7614,0.4834,0,1.4941,0,32,11.8118,2.642521e-01
500,550,4.5086,38001,64.2734,3.3243,2.9948,1.4430,3.4596,0.4834,0,1.4941,0,32,5.1322,2.670139e-01
600,650,0.9396,23784,85.4762,3.1693,3.1594,0.2500,2.3546,0.4834,0,1.4941,0,32,2.0155,1.969771e-01
700,750,0.3358,23672,79.0615,3.3582,3.2972,0.6372,3.4176,0.4834,0,1.4941,0,32,0.4245,8.341503e-02
800,850,0.3782,23181,86.7316,3.2816,3.2763,0.1871,5.0257,0.4834,0,1.4941,0,32,0.3874,9.806397e-03
900,950,0.2111,23503,76.2395,2.6735,2.5968,0.6359,9.5835,0.4834,0,1.4941,0,32,0.2118,1.388889e-03
1000,1050,0.3081,23391,90.7627,1.9850,1.9848,-0.0264,8.4228,0.4834,0,1.4941,0,32,0.3081,0
1100,1150,0.3870,23464,108.4553,1.6639,1.5783,-0.5267,8.2330,0.4834,0,1.4941,0,32,0.3870,0
1200,1250,0.2970,23527,128.8243,1.6147,1.2580,-1.0123,10.4802,0.4834,0,1.4941,0,32,0.2973,2.946128e-04
1300,1350,0.2112,22731,142.0329,1.6059,0.9880,-1.2661,9.3554,0.4834,0,1.4941,0,32,0.2128,7.378472e-04
1400,1450,0.1437,18426,130.8352,1.6472,1.2463,-1.0771,9.8240,0.4834,0,1.4941,0,32,0.1459,1.175214e-03
1500,1550,0.1055,14167,127.3000,1.7873,1.4217,-1.0831,9.4718,0.4834,0,1.4941,0,32,0.1116,3.819444e-03
1600,1650,0.2445,13432,123.1228,1.7010,1.4246,-0.9295,10.6288,0.4834,0,1.4941,0,32,0.2562,5.847953e-03
1700,1750,0.1033,14175,112.9491,1.7978,1.6555,-0.7010,8.5119,0.4834,0,1.4941,0,32,0.1048,3.402778e-03
1800,1850,0.0990,13512,112.7634,1.6258,1.4992,-0.6291,10.9634,0.4834,0,1.4941,0,32,0.0997,9.502924e-04
1900,1950,0.1520,13388,124.4773,1.3132,1.0825,-0.7434,9.2874,0.4834,0,1.4941,0,32,0.1523,2.192982e-04
2000,2050,0.1430,13378,161.8109,1.5261,0.4764,-1.4498,4.6214,0.4834,0,1.4941,0,32,0.1436,8.040936e-04
2100,2150,0.0744,13584,165.0672,1.2886,0.3321,-1.2451,10.7344,0.4834,0,1.4941,0,32,0.0744,1.461988e-04
2200,2250,0.0837,13560,171.6411,1.0116,0.1471,-1.0009,2.4311,0.4834,0,1.4941,0,32,0.0866,1.900585e-03
2300,2350,0.0736,9964,147.9589,0.4168,0.2211,-0.3533,6.0368,0.4834,0,1.4941,0,32,0.0928,5.158730e-03
2400,2450,0.0800,7841,181.5670,0.1115,-0.0030,-0.1115,8.5196,0.4834,0,1.4941,0,32,0.0869,3.156566e-03
2500,2550,0.0488,7844,263.2909,0.3385,-0.3362,-0.0395,5.8301,0.4834,0,1.4941,0,32,0.0497,3.787879e-04
2600,2650,0.0298,7900,247.7893,0.5820,-0.5388,-0.2200,2.4135,0.4834,0,1.4941,0,32,0.0298,0
2700,2750,0.0433,7883,241.3418,0.8419,-0.7388,-0.4038,,0.4834,0,1.4941,0,32,0.0433,0
2800,2850,0.1179,7848,237.9461,1.1069,-0.9382,-0.5875,9.8416,0.4834,0,1.4941,0,32,0.1185,3.787879e-04
2900,2950,0.1208,7160,237.0340,1.3774,-1.1556,-0.7495,3.5508,0.4834,0,1.4941,0,32,0.1208,0
