bin_lower,height,linear_eta,nbins,direction,speed,u,v,rmse,elev1,nvolumes_gr35_e1,elev2,nvolumes_gr35_e2,vcp,linear_eta_unfiltered,percent_rain
0,50,86.5684,26445,51.1395,3.5864,2.7927,2.2502,1.7464,0.4834,0,1.4502,0,21,3115.7823,8.932407e-01
100,150,49.1016,45631,40.8786,3.9030,2.5543,2.9510,1.2056,0.4834,0,1.4502,0,21,3543.4149,9.536910e-01
200,250,1.0211,41644,36.7847,3.8334,2.2955,3.0701,1.0757,0.4834,0,1.4502,0,21,3653.1399,9.835516e-01
300,350,0.9569,38511,34.7407,3.4839,1.9854,2.8629,1.4977,0.4834,0,1.4502,0,21,3838.3904,9.957925e-01
400,450,0.4645,37172,35.4251,3.0407,1.7625,2.4778,1.3827,0.4834,0,1.4502,0,21,3619.3955,9.977819e-01
500,550,1.0218,28892,39.3050,2.7333,1.7314,2.1150,1.1895,0.4834,0,1.4502,0,21,3197.9331,9.970202e-01
600,650,0.3437,20031,57.1457,2.1741,1.8264,1.1795,1.2016,0.4834,0,1.4502,0,21,3394.8121,9.972619e-01
700,750,2.1238,20656,62.5065,2.3639,2.0969,1.0913,1.3587,0.4834,0,1.4502,0,21,2989.8899,9.968651e-01
800,850,0.2704,20681,57.0678,2.4158,2.0276,1.3133,1.2617,0.4834,0,1.4502,0,21,2884.0133,9.980159e-01
900,950,1.2398,20025,46.9787,2.3923,1.7490,1.6322,1.1886,0.4834,0,1.4502,0,21,2705.2048,9.947222e-01
1000,1050,0.3194,18234,37.4323,2.3231,1.4120,1.8447,1.1197,0.4834,0,1.4502,0,21,2970.6664,9.981061e-01
1100,1150,0.1801,17845,25.8516,2.1784,0.9499,1.9604,1.0999,0.4834,0,1.4502,0,21,2825.7979,9.989788e-01
1200,1250,0.0540,15994,10.0437,2.0865,0.3639,2.0545,1.1629,0.4834,0,1.4502,0,21,2782.7375,9.996528e-01
1300,1350,0.0313,19063,356.0185,2.1104,-0.1465,2.1053,1.2470,0.4834,0,1.4502,0,21,2862.7072,9.996825e-01
1400,1450,0.0024,13401,344.8788,2.5246,-0.6586,2.4372,1.1068,0.4834,0,1.4502,0,21,2889.7725,9.991162e-01
1500,1550,0.0000,12499,334.1586,2.8243,-1.2311,2.5419,1.0805,0.4834,0,1.4502,0,21,2727.5240,1
1600,1650,0.0000,12316,326.6540,2.9389,-1.6155,2.4551,1.2731,0.4834,0,1.4502,0,21,2636.4699,1
1700,1750,0.0000,12322,322.0732,2.9512,-1.8140,2.3279,1.6612,0.4834,0,1.4502,0,21,2809.6061,1
1800,1850,0.0000,11643,316.2268,3.2307,-2.2350,2.3329,2.0523,0.4834,0,1.4502,0,21,3367.0757,1
1900,1950,0.0000,10955,312.3298,3.7654,-2.7837,2.5356,2.3959,0.4834,0,1.4502,0,21,4445.8644,1
2000,2050,0.0000,11289,311.8276,4.1949,-3.1259,2.7976,2.5846,0.4834,0,1.4502,0,21,5913.4165,1
2100,2150,0.0000,10361,312.2685,4.1371,-3.0615,2.7827,2.7280,0.4834,0,1.4502,0,21,7962.9196,1
2200,2250,0.0000,8939,312.1434,4.1637,-3.0872,2.7938,2.7857,0.4834,0,1.4502,0,21,8838.3027,1
2300,2350,0.0000,6571,311.3953,4.3874,-3.2913,2.9012,2.8824,0.4834,0,1.4502,0,21,9451.7507,1
2400,2450,0.0000,6043,310.5096,4.5271,-3.4419,2.9407,2.9015,0.4834,0,1.4502,0,21,8929.9814,1
2500,2550,0.0000,6230,309.3663,4.5108,-3.4873,2.8611,2.9356,0.4834,0,1.4502,0,21,7106.8313,1
2600,2650,0.0000,6355,306.4593,4.5652,-3.6717,2.7129,2.8583,0.4834,0,1.4502,0,21,4779.8625,1
2700,2750,0.0000,7216,307.0975,4.3536,-3.4725,2.6260,2.6696,0.4834,0,1.4502,0,21,2896.3275,1
2800,2850,0.0000,6935,307.3111,4.3881,-3.4901,2.6598,2.5918,0.4834,0,1.4502,0,21,1790.4140,1
2900,2950,0.0000,7145,308.7376,4.3864,-3.4215,2.7448,2.5084,0.4834,0,1.4502,0,21,1265.5958,1
