bin_lower,height,linear_eta,nbins,direction,speed,u,v,rmse,elev1,nvolumes_gr35_e1,elev2,nvolumes_gr35_e2,vcp,linear_eta_unfiltered,percent_rain
0,50,151.2720,25200,10.1903,3.4079,0.6029,3.3542,4.6149,0.4834,0,1.4941,0,32,151.2720,0
100,150,103.0332,43704,359.8749,3.9269,-0.0086,3.9269,4.0065,0.4834,0,1.4941,0,32,103.0332,0
200,250,33.0621,44131,359.5739,4.6490,-0.0346,4.6488,3.3952,0.4834,0,1.4941,0,32,33.0621,0
300,350,24.8833,41266,358.6718,4.4883,-0.1040,4.4871,2.6809,0.4834,0,1.4941,0,32,24.8833,0
400,450,15.3248,41696,2.8160,4.5457,0.2233,4.5402,2.4168,0.4834,0,1.4941,0,32,15.3248,0
500,550,9.7978,35833,8.6465,4.3381,0.6522,4.2888,1.8937,0.4834,0,1.4941,0,32,9.7985,9.920635e-05
600,650,8.9658,21527,15.4931,3.9320,1.0503,3.7891,1.5570,0.4834,0,1.4941,0,32,9.0670,1.544118e-02
700,750,6.7795,21125,23.3443,3.3461,1.3259,3.0722,1.1618,0.4834,0,1.4941,0,32,7.3326,2.414216e-02
800,850,4.9315,20101,35.5246,2.9323,1.7038,2.3865,1.2144,0.4834,0,1.4941,0,32,5.1546,2.222222e-02
900,950,3.5078,20071,53.5894,2.4501,1.9718,1.4543,1.9787,0.4834,0,1.4941,0,32,3.6895,2.049663e-02
1000,1050,1.8124,21455,72.6608,2.4385,2.3277,0.7267,2.1858,0.4834,0,1.4941,0,32,1.8738,1.035354e-02
1100,1150,0.9610,22710,91.1121,2.8036,2.8031,-0.0544,1.8063,0.4834,0,1.4941,0,32,0.9635,5.471380e-04
1200,1250,0.4256,23063,99.9763,2.7105,2.6695,-0.4696,3.2780,0.4834,0,1.4941,0,32,0.4256,0
1300,1350,0.4336,22626,127.6214,2.9527,2.3387,-1.8024,2.5133,0.4834,0,1.4941,0,32,0.4336,0
1400,1450,0.1681,18386,156.1330,2.8180,1.1402,-2.5771,3.4414,0.4834,0,1.4941,0,32,0.1681,0
1500,1550,0.0863,14190,151.0718,2.9036,1.4045,-2.5413,6.9521,0.4834,0,1.4941,0,32,0.0863,0
1600,1650,0.1783,13447,142.7133,3.0635,1.8559,-2.4373,4.7600,0.4834,0,1.4941,0,32,0.1783,0
1700,1750,0.1176,14171,146.3623,3.7120,2.0562,-3.0904,5.2817,0.4834,0,1.4941,0,32,0.1176,0
1800,1850,0.0888,13485,141.1037,3.9849,2.5022,-3.1014,4.7201,0.4834,0,1.4941,0,32,0.0888,0
1900,1950,0.1249,13417,149.2616,3.8962,1.9914,-3.3488,4.0117,0.4834,0,1.4941,0,32,0.1249,0
2000,2050,0.1524,13365,141.5639,4.1408,2.5741,-3.2435,4.8831,0.4834,0,1.4941,0,32,0.1524,0
2100,2150,0.1079,13495,136.2371,3.7997,2.6282,-2.7442,2.9672,0.4834,0,1.4941,0,32,0.1079,0
2200,2250,0.1567,13571,141.8840,3.7624,2.3224,-2.9601,8.6716,0.4834,0,1.4941,0,32,0.1567,0
2300,2350,0.1066,9960,150.8587,3.6959,1.7998,-3.2280,6.0008,0.4834,0,1.4941,0,32,0.1066,0
2400,2450,0.1360,7822,162.9101,3.3326,0.9794,-3.1855,6.4742,0.4834,0,1.4941,0,32,0.1360,0
2500,2550,0.0737,7834,174.6747,3.5458,0.3291,-3.5305,3.4793,0.4834,0,1.4941,0,32,0.0737,0
2600,2650,0.0197,7895,167.1111,3.0307,0.6760,-2.9543,3.7679,0.4834,0,1.4941,0,32,0.0197,0
2700,2750,0.0432,7885,140.3098,2.6190,1.6726,-2.0153,0.2447,0.4834,0,1.4941,0,32,0.0432,0
2800,2850,0.1084,7831,111.5049,2.9055,2.7032,-1.0651,0.9753,0.4834,0,1.4941,0,32,0.1084,0
2900,2950,0.1407,7149,104.4619,2.8240,2.7345,-0.7053,4.2164,0.4834,0,1.4941,0,32,0.1407,0
