bin_lower,height,linear_eta,nbins,direction,speed,u,v,rmse,elev1,nvolumes_gr35_e1,elev2,nvolumes_gr35_e2,vcp,linear_eta_unfiltered,percent_rain
0,50,111.5497,26313,31.3339,3.8980,2.0271,3.3295,1.7128,0.4834,0,1.4502,0,21,5697.0455,9.227469e-01
100,150,52.7417,44884,16.1611,4.1460,1.1540,3.9822,1.0445,0.4834,0,1.4502,0,21,7279.8834,9.862062e-01
200,250,3.1332,43265,10.4057,4.5088,0.8144,4.4346,1.0255,0.4834,0,1.4502,0,21,7353.7275,9.950397e-01
300,350,0.7459,40890,7.7306,4.7121,0.6338,4.6692,1.0507,0.4834,0,1.4502,0,21,7321.1668,9.981618e-01
400,450,0.9563,41753,7.6243,4.4809,0.5945,4.4413,0.9593,0.4834,0,1.4502,0,21,7230.0063,9.990257e-01
500,550,0.3081,33434,8.9476,3.9179,0.6093,3.8702,0.9432,0.4834,0,1.4502,0,21,6995.6543,9.986111e-01
600,650,0.9236,21276,16.7432,2.7122,0.7813,2.5972,0.8762,0.4834,0,1.4502,0,21,6929.5528,9.980556e-01
700,750,0.0000,20594,33.0046,2.2587,1.2304,1.8942,1.0466,0.4834,0,1.4502,0,21,6759.6794,9.995635e-01
800,850,0.3715,20658,46.8656,2.2212,1.6209,1.5187,1.1239,0.4834,0,1.4502,0,21,7193.4966,9.995635e-01
900,950,0.0000,20531,46.8637,2.2990,1.6776,1.5719,1.0848,0.4834,0,1.4502,0,21,7489.0554,9.998016e-01
1000,1050,0.0000,17743,38.2625,2.3589,1.4608,1.8522,0.9725,0.4834,0,1.4502,0,21,7291.9073,1
1100,1150,0.0000,18470,28.6933,2.3943,1.1495,2.1003,0.9233,0.4834,0,1.4502,0,21,6705.6979,1
1200,1250,0.0000,18033,17.8367,2.4344,0.7457,2.3174,0.9981,0.4834,0,1.4502,0,21,6875.4154,1
1300,1350,0.2815,19385,5.1898,2.6005,0.2352,2.5898,1.1238,0.4834,0,1.4502,0,21,6458.2174,9.998413e-01
1400,1450,0.0000,11561,348.4958,2.8153,-0.5615,2.7588,1.2362,0.4834,0,1.4502,0,21,7100.0642,1
1500,1550,0.0000,10334,335.2746,3.0182,-1.2624,2.7415,1.4535,0.4834,0,1.4502,0,21,6981.2490,1
1600,1650,0.0000,11011,324.2907,3.0612,-1.7868,2.4857,1.5730,0.4834,0,1.4502,0,21,7630.5656,1
1700,1750,0.0000,11888,315.3015,3.3489,-2.3555,2.3804,1.6099,0.4834,0,1.4502,0,21,7792.6999,1
1800,1850,0.0000,12322,306.3837,3.5716,-2.8754,2.1186,1.6427,0.4834,0,1.4502,0,21,8201.5329,1
1900,1950,0.0000,12543,302.2379,3.8259,-3.2361,2.0409,1.6782,0.4834,0,1.4502,0,21,11357.4060,1
2000,2050,0.0000,13516,300.5606,4.0529,-3.4899,2.0607,1.7838,0.4834,0,1.4502,0,21,15330.7007,1
2100,2150,0.0000,12294,300.6472,4.1756,-3.5923,2.1285,1.8357,0.4834,0,1.4502,0,21,18949.6831,1
2200,2250,0.0000,10302,300.1619,4.3809,-3.7878,2.2011,1.9123,0.4834,0,1.4502,0,21,21489.4443,1
2300,2350,0.0000,7680,298.7036,4.6551,-4.0831,2.2358,1.9614,0.4834,0,1.4502,0,21,24672.8220,1
2400,2450,0.0000,7073,296.7338,4.7365,-4.2302,2.1307,2.0320,0.4834,0,1.4502,0,21,23117.5115,1
2500,2550,0.0000,7169,294.8182,4.7754,-4.3343,2.0044,2.0497,0.4834,0,1.4502,0,21,20986.6105,1
2600,2650,0.0000,7265,292.1298,4.8404,-4.4839,1.8234,2.0466,0.4834,0,1.4502,0,21,16311.1017,1
2700,2750,0.0000,7992,290.0849,4.9134,-4.6146,1.6873,1.9632,0.4834,0,1.4502,0,21,11164.3873,1
2800,2850,0.0000,7456,287.0095,5.1227,-4.8987,1.4986,1.9538,0.4834,0,1.4502,0,21,6378.0591,1
2900,2950,0.0000,7298,284.5749,5.3072,-5.1364,1.3355,1.9939,0.4834,0,1.4502,0,21,3960.2215,1
