bin_lower,height,linear_eta,nbins,direction,speed,u,v,rmse,elev1,nvolumes_gr35_e1,elev2,nvolumes_gr35_e2,vcp,linear_eta_unfiltered,percent_rain
0,50,56.1925,26669,50.3618,3.6856,2.8383,2.3512,1.7899,0.4834,0,1.4502,0,21,2893.4754,8.914815e-01
100,150,37.3604,45820,39.7086,3.9871,2.5473,3.0673,1.1784,0.4834,0,1.4502,0,21,3678.1647,9.550419e-01
200,250,2.8527,42325,35.4246,4.0044,2.3211,3.2631,1.1622,0.4834,0,1.4502,0,21,3727.9586,9.820833e-01
300,350,4.3011,38919,33.8066,3.5836,1.9939,2.9776,1.4646,0.4834,0,1.4502,0,21,4072.0161,9.936479e-01
400,450,1.8203,37769,33.9874,3.0589,1.7100,2.5363,1.3526,0.4834,0,1.4502,0,21,3730.0606,9.977819e-01
500,550,0.9448,29119,37.6074,2.7534,1.6802,2.1812,1.1995,0.4834,0,1.4502,0,21,3455.0539,9.976768e-01
600,650,2.2258,20306,54.8220,2.1871,1.7877,1.2600,1.2436,0.4834,0,1.4502,0,21,3511.7075,9.975794e-01
700,750,0.7548,20867,60.8410,2.3834,2.0814,1.1613,1.3795,0.4834,0,1.4502,0,21,3029.6427,9.985317e-01
800,850,0.1798,20903,55.0656,2.4533,2.0113,1.4049,1.3004,0.4834,0,1.4502,0,21,2964.7990,9.995238e-01
900,950,0.5150,20460,45.9117,2.4140,1.7339,1.6796,1.1953,0.4834,0,1.4502,0,21,3017.0620,9.967460e-01
1000,1050,0.3956,18586,36.4833,2.3390,1.3908,1.8806,1.1394,0.4834,0,1.4502,0,21,3090.1790,9.979377e-01
1100,1150,0.0005,18198,24.9718,2.2153,0.9353,2.0082,1.1132,0.4834,0,1.4502,0,21,2943.4644,9.997549e-01
1200,1250,0.0000,16208,9.0758,2.1012,0.3314,2.0749,1.1740,0.4834,0,1.4502,0,21,2903.5941,9.998264e-01
1300,1350,0.0000,19249,355.5373,2.1157,-0.1646,2.1093,1.2564,0.4834,0,1.4502,0,21,3130.0261,1
1400,1450,0.0151,13443,344.4067,2.4730,-0.6648,2.3820,1.0995,0.4834,0,1.4502,0,21,3130.0810,9.995581e-01
1500,1550,0.1437,12461,333.6085,2.8013,-1.2452,2.5093,1.0773,0.4834,0,1.4502,0,21,2976.4212,9.996528e-01
1600,1650,0.0000,12109,326.1603,2.8957,-1.6125,2.4052,1.2848,0.4834,0,1.4502,0,21,2922.5836,1
1700,1750,0.0000,11873,322.1116,2.9445,-1.8083,2.3239,1.6295,0.4834,0,1.4502,0,21,3052.2686,1
1800,1850,0.0000,11382,317.4065,3.2487,-2.1987,2.3916,2.0000,0.4834,0,1.4502,0,21,3547.7056,1
1900,1950,0.0000,10841,312.8927,3.7370,-2.7379,2.5435,2.3542,0.4834,0,1.4502,0,21,4592.5027,1
2000,2050,0.0000,11362,311.4387,4.1194,-3.0881,2.7263,2.5694,0.4834,0,1.4502,0,21,6268.5943,1
2100,2150,0.0000,10412,310.6966,4.1669,-3.1592,2.7170,2.6837,0.4834,0,1.4502,0,21,8461.8040,1
2200,2250,0.0000,8762,310.9214,4.3230,-3.2665,2.8317,2.7659,0.4834,0,1.4502,0,21,9294.6409,1
2300,2350,0.0000,6524,310.2877,4.6298,-3.5316,2.9938,2.8423,0.4834,0,1.4502,0,21,10481.1453,1
2400,2450,0.0000,6095,309.7124,4.6845,-3.6036,2.9931,2.8845,0.4834,0,1.4502,0,21,9809.3466,1
2500,2550,0.0000,6271,308.4896,4.6883,-3.6696,2.9179,2.9280,0.4834,0,1.4502,0,21,7607.9938,1
2600,2650,0.0000,6399,305.4196,4.7088,-3.8373,2.7290,2.8741,0.4834,0,1.4502,0,21,5492.5306,1
2700,2750,0.0000,7162,306.0794,4.4999,-3.6369,2.6500,2.7362,0.4834,0,1.4502,0,21,3270.0614,1
2800,2850,0.0000,6881,305.9695,4.5127,-3.6523,2.6506,2.6679,0.4834,0,1.4502,0,21,1950.3464,1
2900,2950,0.0000,7047,306.7189,4.5304,-3.6315,2.7087,2.5414,0.4834,0,1.4502,0,21,1358.8329,1
